Frame,X,Y,Time
10765,818,200,00:05:59.19216666666671
10793,818,200,00:06:00.1264333333333525
10803,818,200,00:06:00.4601000000000113
10813,818,200,00:06:00.7937666666666701
10823,818,200,00:06:01.1274333333333288
10849,816,200,00:06:01.9949666666666985
10859,470,290,00:06:02.3286333333333573
10875,816,200,00:06:02.8625000000000114
10885,460,318,00:06:03.19616666666667
10899,818,200,00:06:03.6632999999999925
10910,818,200,00:06:04.030333333333317
10921,820,200,00:06:04.397366666666699
10931,806,160,00:06:04.731033333333301
10946,820,200,00:06:05.231533333333346
10956,820,198,00:06:05.565200000000004
10966,792,252,00:06:05.89886666666672
10976,814,284,00:06:06.232533333333322
10987,708,146,00:06:06.599566666666647
10997,708,162,00:06:06.933233333333362
11008,818,200,00:06:07.300266666666687
11018,818,202,00:06:07.633933333333346
11030,818,202,00:06:08.034333333333336
11041,532,176,00:06:08.401366666666718
11080,816,200,00:06:09.702666666666687
11090,816,200,00:06:10.036333333333289
11104,816,200,00:06:10.503466666666668
11114,816,200,00:06:10.837133333333384
11124,816,200,00:06:11.170799999999986
11134,818,200,00:06:11.504466666666701
11147,798,220,00:06:11.938233333333358
11159,688,160,00:06:12.338633333333348
11180,816,200,00:06:13.039333333333332
11190,548,266,00:06:13.37299999999999
11205,816,200,00:06:13.873499999999979
11217,448,230,00:06:14.273900000000026
11233,484,290,00:06:14.80776666666668
11253,816,200,00:06:15.475100000000054
11282,816,200,00:06:16.442733333333365
11292,816,200,00:06:16.776400000000024
11323,816,200,00:06:17.810766666666666
11333,816,200,00:06:18.144433333333325
11362,826,196,00:06:19.112066666666635
11384,818,200,00:06:19.84613333333334
11399,818,200,00:06:20.346633333333386
11451,818,200,00:06:22.081700000000012
11461,818,200,00:06:22.41536666666667
11479,806,150,00:06:23.015966666666657
11530,816,202,00:06:24.717666666666673
11544,816,202,00:06:25.184799999999996
11566,816,202,00:06:25.918866666666702
11581,816,202,00:06:26.41936666666669
11591,816,200,00:06:26.75303333333335
11658,580,294,00:06:28.98860000000002
11751,816,200,00:06:32.0917
11784,816,200,00:06:33.19279999999998
11816,734,290,00:06:34.26053333333334
11827,718,314,00:06:34.62756666666667
11838,684,240,00:06:34.99460000000005
11852,618,164,00:06:35.461733333333314
11868,564,308,00:06:35.995600000000024
11878,492,318,00:06:36.32926666666668
11893,462,304,00:06:36.82976666666667
11913,566,282,00:06:37.497100000000046
11924,592,286,00:06:37.86413333333337
11935,602,292,00:06:38.231166666666695
11945,482,338,00:06:38.5648333333333
11981,500,140,00:06:39.766033333333326
11992,666,272,00:06:40.13306666666665
12004,816,204,00:06:40.5334666666667
12018,816,204,00:06:41.00060000000002
12031,634,306,00:06:41.434366666666676
12041,654,278,00:06:41.768033333333335
12051,678,290,00:06:42.101699999999994
12065,780,316,00:06:42.568833333333316
12075,718,262,00:06:42.902499999999975
12086,740,304,00:06:43.2695333333333
12099,704,290,00:06:43.70330000000001
12139,470,214,00:06:45.03796666666665
12163,548,262,00:06:45.838766666666686
12173,460,154,00:06:46.172433333333345
12184,642,272,00:06:46.53946666666667
12194,638,254,00:06:46.873133333333385
12207,654,244,00:06:47.30690000000004
12223,652,236,00:06:47.84076666666664
12233,476,172,00:06:48.174433333333354
12243,634,264,00:06:48.50810000000001
12255,644,238,00:06:48.908500000000004
12269,816,202,00:06:49.37563333333338
12279,668,308,00:06:49.709299999999985
12291,706,300,00:06:50.10970000000003
12304,680,294,00:06:50.54346666666669
12314,666,286,00:06:50.87713333333335
12325,816,202,00:06:51.24416666666667
12337,816,202,00:06:51.64456666666666
12349,546,296,00:06:52.04496666666665
12359,624,266,00:06:52.37863333333337
12370,530,330,00:06:52.74566666666669
12380,816,202,00:06:53.079333333333295
12412,816,202,00:06:54.14706666666666
12422,680,288,00:06:54.48073333333332
12436,816,202,00:06:54.9478666666667
12446,660,290,00:06:55.2815333333333
12456,816,202,00:06:55.615200000000016
12467,678,264,00:06:55.98223333333334
12479,764,222,00:06:56.38263333333339
12491,822,300,00:06:56.78303333333332
12502,816,202,00:06:57.150066666666646
12512,540,306,00:06:57.48373333333336
12523,644,158,00:06:57.850766666666686
12533,506,204,00:06:58.184433333333345
12546,506,204,00:06:58.6182
12558,444,282,00:06:59.01860000000005
12569,506,206,00:06:59.385633333333374
12579,506,206,00:06:59.719299999999976
12589,816,204,00:07:00.05296666666669125
12600,836,154,00:07:00.4200000000000159
12610,826,152,00:07:00.7536666666666747
12620,540,304,00:07:01.0873333333333335
12630,814,204,00:07:01.4209999999999923
12642,496,310,00:07:01.8214000000000397
12652,814,204,00:07:02.1550666666666416
12662,626,274,00:07:02.4887333333333572
12675,670,246,00:07:02.9225000000000136
12685,708,256,00:07:03.2561666666666724
12697,818,202,00:07:03.656566666666663
12721,816,202,00:07:04.457366666666701
12732,594,294,00:07:04.824400000000026
12744,544,282,00:07:05.224800000000016
12754,532,152,00:07:05.558466666666675
12773,516,222,00:07:06.192433333333327
12783,514,248,00:07:06.526100000000042
12804,546,194,00:07:07.226799999999969
12819,534,220,00:07:07.727300000000014
12829,526,332,00:07:08.060966666666673
12861,744,274,00:07:09.128700000000038
12876,638,134,00:07:09.629200000000026
12886,590,190,00:07:09.962866666666685
12909,560,306,00:07:10.7303
12919,518,296,00:07:11.063966666666659
12930,532,304,00:07:11.430999999999983
12946,628,186,00:07:11.964866666666694
12968,738,234,00:07:12.698933333333343
13005,848,224,00:07:13.933499999999981
13016,876,306,00:07:14.300533333333306
13030,884,224,00:07:14.767666666666685
13041,612,270,00:07:15.13470000000001
13051,590,274,00:07:15.468366666666725
13062,816,204,00:07:15.83540000000005
13072,816,204,00:07:16.16906666666665
13082,612,288,00:07:16.50273333333331
13093,656,248,00:07:16.869766666666635
13103,646,234,00:07:17.20343333333335
13113,634,290,00:07:17.53710000000001
13131,816,204,00:07:18.137699999999995
13141,816,204,00:07:18.47136666666671
13153,816,202,00:07:18.871766666666645
13163,696,290,00:07:19.20543333333336
13175,816,202,00:07:19.605833333333294
13185,662,276,00:07:19.93950000000001
13204,602,310,00:07:20.57346666666666
13214,618,306,00:07:20.907133333333377
13224,816,204,00:07:21.24079999999998
13234,680,288,00:07:21.574466666666694
13254,816,204,00:07:22.241800000000012
13264,816,204,00:07:22.57546666666667
13274,910,296,00:07:22.909133333333386
13285,816,204,00:07:23.27616666666671
13300,814,204,00:07:23.7766666666667
13311,814,202,00:07:24.143700000000024
13321,822,288,00:07:24.477366666666683
13341,816,202,00:07:25.1447
13356,816,202,00:07:25.64519999999999
13366,816,202,00:07:25.978866666666704
13376,686,296,00:07:26.312533333333306
13387,816,202,00:07:26.67956666666663
13397,492,146,00:07:27.013233333333346
13407,734,146,00:07:27.346900000000005
13417,816,202,00:07:27.680566666666664
13428,816,202,00:07:28.047600000000045
13447,612,164,00:07:28.68156666666664
13461,816,202,00:07:29.14870000000002
13471,506,336,00:07:29.482366666666678
13497,578,288,00:07:30.349900000000048
13507,816,202,00:07:30.68356666666665
13519,524,310,00:07:31.083966666666697
13529,816,202,00:07:31.417633333333356
13539,816,202,00:07:31.751300000000015
13553,816,202,00:07:32.21843333333334
13569,816,202,00:07:32.75229999999999
13579,574,290,00:07:33.08596666666665
13610,816,202,00:07:34.12033333333329
13620,546,314,00:07:34.45400000000001
13633,816,204,00:07:34.887766666666664
13644,650,270,00:07:35.25479999999999
13655,598,272,00:07:35.62183333333331
13668,638,272,00:07:36.05560000000003
13678,580,280,00:07:36.389266666666686
13688,578,298,00:07:36.722933333333344
13698,640,170,00:07:37.05660000000006
13708,626,246,00:07:37.39026666666666
13721,636,288,00:07:37.82403333333332
13731,816,202,00:07:38.157700000000034
13741,816,202,00:07:38.49136666666669
13752,816,202,00:07:38.85840000000002
13765,886,174,00:07:39.292166666666674
13775,776,280,00:07:39.62583333333333
13788,770,338,00:07:40.059600000000046
13801,830,174,00:07:40.4933666666667
13812,722,306,00:07:40.86040000000003
13827,788,172,00:07:41.360900000000015
13837,594,252,00:07:41.694566666666674
13850,750,170,00:07:42.12833333333333
13861,778,170,00:07:42.49536666666671
13872,786,176,00:07:42.86240000000004
13884,742,168,00:07:43.26279999999997
13899,716,174,00:07:43.763300000000015
13909,816,202,00:07:44.096966666666674
13919,698,170,00:07:44.43063333333333
13929,816,202,00:07:44.76429999999999
13939,658,212,00:07:45.09796666666665
13950,580,170,00:07:45.464999999999975
13960,558,166,00:07:45.79866666666669
13975,798,276,00:07:46.29916666666668
13986,816,294,00:07:46.6662
13996,496,168,00:07:46.99986666666672
14006,484,174,00:07:47.33353333333332
14016,458,172,00:07:47.66720000000004
14027,816,202,00:07:48.03423333333336
14037,816,202,00:07:48.36790000000002
14048,816,202,00:07:48.734933333333345
14070,518,302,00:07:49.468999999999994
14080,594,282,00:07:49.80266666666671
14091,816,202,00:07:50.169700000000034
14101,474,314,00:07:50.50336666666669
14111,566,248,00:07:50.83703333333335
14121,816,202,00:07:51.17070000000001
14134,816,202,00:07:51.60446666666667
14144,612,230,00:07:51.93813333333338
14165,536,186,00:07:52.63883333333331
14175,700,218,00:07:52.972500000000025
14185,786,156,00:07:53.306166666666684
14196,650,238,00:07:53.67320000000001
14209,896,302,00:07:54.106966666666665
14219,816,202,00:07:54.44063333333338
14238,816,202,00:07:55.07460000000003
14251,646,166,00:07:55.50836666666669
14263,620,166,00:07:55.90876666666668
14274,644,268,00:07:56.275800000000004
14293,622,274,00:07:56.909766666666656
14303,814,202,00:07:57.24343333333337
14313,814,202,00:07:57.57710000000003
14324,814,202,00:07:57.944133333333355
14339,654,248,00:07:58.44463333333334
14350,656,280,00:07:58.81166666666667
14364,814,202,00:07:59.27879999999999
14375,814,202,00:07:59.645833333333314
14386,814,202,00:08:00.012866666666695892
14396,728,292,00:08:00.34653333333329783
14411,800,298,00:08:00.8470333333333429
14421,742,288,00:08:01.1807000000000016
14431,726,310,00:08:01.5143666666667173
14442,782,192,00:08:01.881400000000042
14453,768,286,00:08:02.2484333333333666
14463,708,282,00:08:02.5821000000000254
14477,516,298,00:08:03.0492333333333477
14499,504,310,00:08:03.783299999999997
14518,596,292,00:08:04.417266666666649
14528,628,266,00:08:04.750933333333364
14539,668,254,00:08:05.117966666666689
14549,482,166,00:08:05.451633333333348
14559,738,238,00:08:05.7853000000000065
14575,818,200,00:08:06.319166666666661
14586,818,202,00:08:06.686199999999985
14609,818,202,00:08:07.453633333333357
14627,818,202,00:08:08.054233333333343
14639,816,202,00:08:08.454633333333334
14660,510,172,00:08:09.155333333333317
14670,490,176,00:08:09.488999999999976
14680,468,174,00:08:09.822666666666692
14694,570,144,00:08:10.289800000000014
14704,596,232,00:08:10.623466666666673
14715,604,258,00:08:10.990499999999997
14726,648,292,00:08:11.357533333333322
14736,516,336,00:08:11.691200000000038
14748,506,300,00:08:12.091600000000028
14772,578,244,00:08:12.89240000000001
14784,610,282,00:08:13.2928
14795,542,280,00:08:13.659833333333324
14810,622,272,00:08:14.160333333333313
14824,610,282,00:08:14.627466666666692
14853,514,216,00:08:15.595100000000059
14863,490,322,00:08:15.928766666666661
14873,632,288,00:08:16.262433333333377
14884,524,228,00:08:16.6294666666667
14895,544,338,00:08:16.996500000000026
14906,532,304,00:08:17.36353333333335
14916,526,248,00:08:17.69720000000001
14927,508,204,00:08:18.064233333333334
14937,644,306,00:08:18.39790000000005
14948,654,298,00:08:18.764933333333374
14960,786,176,00:08:19.165333333333308
14971,596,284,00:08:19.53236666666669
14983,538,280,00:08:19.93276666666668
15003,508,206,00:08:20.600100000000054
15013,508,206,00:08:20.933766666666656
15025,508,204,00:08:21.334166666666704
15039,620,272,00:08:21.80129999999997
15049,508,204,00:08:22.134966666666685
15061,508,206,00:08:22.535366666666675
15071,670,278,00:08:22.869033333333334
15081,508,204,00:08:23.202699999999993
15097,508,204,00:08:23.736566666666647
15108,508,204,00:08:24.10360000000003
15119,520,196,00:08:24.470633333333353
15129,670,288,00:08:24.804300000000012
15139,550,286,00:08:25.13796666666667
15157,612,300,00:08:25.738566666666657
15172,628,258,00:08:26.239066666666645
15183,534,300,00:08:26.606100000000026
15193,512,306,00:08:26.939766666666685
15207,508,322,00:08:27.406900000000007
15217,598,292,00:08:27.740566666666666
15233,620,274,00:08:28.274433333333377
15254,612,232,00:08:28.97513333333336
15265,816,204,00:08:29.342166666666685
15275,508,204,00:08:29.675833333333287
15285,658,250,00:08:30.009500000000003
15295,816,204,00:08:30.34316666666666
15305,816,204,00:08:30.67683333333332
15339,756,256,00:08:31.81129999999996
15353,672,280,00:08:32.278433333333396
15363,474,160,00:08:32.612100000000055
15377,816,204,00:08:33.07923333333338
15387,544,330,00:08:33.412900000000036
15397,528,224,00:08:33.746566666666695
15416,578,156,00:08:34.38053333333335
15430,816,204,00:08:34.84766666666667
15443,602,238,00:08:35.281433333333325
15453,508,204,00:08:35.615099999999984
15463,508,206,00:08:35.94876666666664
15473,508,206,00:08:36.2824333333333
15483,816,204,00:08:36.616100000000074
15493,508,206,00:08:36.94976666666662
15510,508,206,00:08:37.51700000000005
15520,578,278,00:08:37.85066666666671
15530,644,280,00:08:38.18433333333337
15541,658,262,00:08:38.551366666666695
15551,660,268,00:08:38.885033333333354
15563,630,298,00:08:39.285433333333344
15589,828,160,00:08:40.15296666666666
15599,708,290,00:08:40.486633333333316
15609,816,204,00:08:40.820299999999975
15619,492,294,00:08:41.15396666666663
15629,500,232,00:08:41.487633333333406
15641,512,294,00:08:41.88803333333328
15651,622,288,00:08:42.221700000000055
15662,660,272,00:08:42.58873333333338
15674,632,250,00:08:42.98913333333337
15684,636,258,00:08:43.32280000000003
15697,612,250,00:08:43.756566666666686
15707,576,254,00:08:44.090233333333344
15745,570,298,00:08:45.35816666666665
15755,814,204,00:08:45.69183333333342
15765,814,204,00:08:46.025499999999965
15775,570,286,00:08:46.359166666666624
15793,406,320,00:08:46.959766666666724
15804,634,302,00:08:47.32680000000005
15821,490,306,00:08:47.89403333333337
15840,480,320,00:08:48.52800000000002
15850,474,230,00:08:48.86166666666668
15870,814,202,00:08:49.528999999999996
15880,814,202,00:08:49.862666666666655
15890,640,232,00:08:50.19633333333343
15900,740,304,00:08:50.52999999999997
15912,814,202,00:08:50.93040000000008
15923,788,232,00:08:51.2974333333334
15936,814,202,00:08:51.731199999999944
15946,764,278,00:08:52.06486666666672
15957,738,294,00:08:52.43190000000004
15970,846,314,00:08:52.865666666666584
15990,870,306,00:08:53.533000000000015
16000,816,202,00:08:53.866666666666674
16010,814,202,00:08:54.20033333333333
16020,626,276,00:08:54.53399999999999
16033,816,202,00:08:54.96776666666676
16043,816,202,00:08:55.30143333333331
16054,816,202,00:08:55.66846666666663
16065,816,202,00:08:56.035499999999956
16075,622,272,00:08:56.369166666666615
16085,816,202,00:08:56.70283333333339
16095,814,202,00:08:57.036500000000046
16106,814,202,00:08:57.40353333333337
16131,816,202,00:08:58.237699999999904
16145,474,276,00:08:58.70483333333334
16155,816,202,00:08:59.0385
16168,470,336,00:08:59.47226666666677
16184,590,296,00:09:00.006133333333309565
16195,816,202,00:09:00.37316666666663423
16205,816,202,00:09:00.7068333333334067
16215,816,202,00:09:01.0404999999999518
16225,816,202,00:09:01.3741666666666106
16235,670,274,00:09:01.707833333333383
16270,816,202,00:09:02.875666666666575
16280,818,202,00:09:03.2093333333333476
16290,818,202,00:09:03.5430000000000064
16300,758,252,00:09:03.876666666666665
16312,640,288,00:09:04.277066666666656
16327,816,202,00:09:04.777566666666644
16337,816,202,00:09:05.111233333333416
16356,654,266,00:09:05.745199999999954
16375,816,202,00:09:06.379166666666606
16385,534,258,00:09:06.7128333333333785
16401,816,202,00:09:07.246699999999919
16418,482,296,00:09:07.8139333333333525
16429,604,278,00:09:08.180966666666677
16439,816,202,00:09:08.514633333333336
16457,816,202,00:09:09.115233333333435
16469,788,174,00:09:09.515633333333312
16479,816,202,00:09:09.849300000000085
16500,628,272,00:09:10.549999999999955
16519,814,202,00:09:11.18396666666672
16529,648,258,00:09:11.517633333333265
16539,814,202,00:09:11.851300000000037
16549,682,284,00:09:12.184966666666696
16559,814,202,00:09:12.518633333333355
16579,814,202,00:09:13.185966666666673
16592,816,202,00:09:13.619733333333443
16605,814,202,00:09:14.053499999999985
16615,538,296,00:09:14.387166666666644
16626,814,202,00:09:14.754199999999969
16636,738,318,00:09:15.087866666666741
16650,814,202,00:09:15.55499999999995
16665,814,202,00:09:16.055500000000052
16680,618,192,00:09:16.55600000000004
16691,582,274,00:09:16.923033333333365
16701,538,138,00:09:17.25669999999991
16711,816,202,00:09:17.590366666666682
16721,816,202,00:09:17.92403333333334
16734,584,262,00:09:18.357799999999997
16745,620,268,00:09:18.724833333333322
16755,816,202,00:09:19.05849999999998
16765,518,240,00:09:19.39216666666664
16775,816,202,00:09:19.725833333333412
16792,816,202,00:09:20.29306666666662
16803,720,308,00:09:20.660099999999943
16818,800,238,00:09:21.16059999999993
16828,834,282,00:09:21.494266666666704
16838,816,202,00:09:21.827933333333362
16848,558,260,00:09:22.16160000000002
16860,504,292,00:09:22.562000000000012
16877,506,202,00:09:23.129233333333445
16891,506,204,00:09:23.596366666666654
16901,506,204,00:09:23.930033333333313
16915,506,204,00:09:24.397166666666635
16925,816,202,00:09:24.730833333333408
16944,816,202,00:09:25.36480000000006
16956,694,136,00:09:25.765199999999936
16969,734,144,00:09:26.198966666666706
16985,816,202,00:09:26.73283333333336
16998,816,202,00:09:27.166600000000017
17008,816,202,00:09:27.500266666666676
17021,814,202,00:09:27.934033333333332
17031,814,202,00:09:28.26769999999999
17045,808,262,00:09:28.734833333333427
17056,834,344,00:09:29.10186666666675
17066,736,296,00:09:29.435533333333296
17082,830,314,00:09:29.969400000000064
17094,734,238,00:09:30.369800000000055
17106,766,298,00:09:30.77019999999993
17117,816,202,00:09:31.13723333333337
17149,816,202,00:09:32.20496666666668
17159,594,228,00:09:32.53863333333334
17169,590,140,00:09:32.872299999999996
17179,816,202,00:09:33.205966666666654
17193,814,202,00:09:33.67309999999998
17203,816,202,00:09:34.00676666666675
17213,816,202,00:09:34.340433333333294
17230,816,202,00:09:34.907666666666614
17240,816,202,00:09:35.24133333333339
17251,478,280,00:09:35.60836666666671
17261,492,310,00:09:35.94203333333337
17271,492,268,00:09:36.275699999999915
17281,570,282,00:09:36.60936666666669
17299,602,276,00:09:37.20996666666667
17309,474,242,00:09:37.54363333333333
17319,492,308,00:09:37.87729999999999
17329,816,202,00:09:38.21096666666665
17339,816,202,00:09:38.54463333333331
17349,816,202,00:09:38.87830000000008
17362,816,202,00:09:39.312066666666624
17374,658,244,00:09:39.71246666666673
17390,816,202,00:09:40.24633333333338
17412,816,202,00:09:40.98040000000003
17422,816,202,00:09:41.31406666666669
17434,612,290,00:09:41.71446666666668
17444,650,256,00:09:42.04813333333334
17454,666,270,00:09:42.3818
17464,566,260,00:09:42.71546666666666
17477,816,202,00:09:43.14923333333343
17487,816,202,00:09:43.48289999999997
17498,510,348,00:09:43.8499333333333
17508,558,156,00:09:44.183599999999956
17523,816,202,00:09:44.684099999999944
17538,690,228,00:09:45.18459999999993
17548,816,202,00:09:45.518266666666705
17558,816,202,00:09:45.85193333333336
17572,816,202,00:09:46.319066666666686
17583,606,314,00:09:46.68610000000001
17594,816,202,00:09:47.053133333333335
17605,816,202,00:09:47.42016666666666
17615,518,308,00:09:47.75383333333332
17627,814,202,00:09:48.15423333333342
17638,502,294,00:09:48.52126666666675
17648,498,346,00:09:48.85493333333329
17666,816,202,00:09:49.45553333333328
17711,816,202,00:09:50.95703333333336
17725,816,202,00:09:51.42416666666668
17738,682,292,00:09:51.857933333333335
17758,814,202,00:09:52.52526666666677
17784,814,202,00:09:53.39280000000008
17809,814,202,00:09:54.226966666666726
17824,814,202,00:09:54.727466666666714
17838,814,202,00:09:55.19459999999992
17849,610,282,00:09:55.56163333333325
17859,646,144,00:09:55.89530000000002
17869,494,160,00:09:56.22896666666668
17879,630,290,00:09:56.56263333333334
17889,534,160,00:09:56.8963
17899,816,202,00:09:57.229966666666655
17909,574,154,00:09:57.563633333333314
17919,668,296,00:09:57.89730000000009
17933,804,302,00:09:58.364433333333295
17944,816,202,00:09:58.73146666666662
17954,740,292,00:09:59.06513333333328
17972,816,202,00:09:59.66573333333338
17985,576,264,00:10:00.09950000000003456
18000,816,202,00:10:00.6000000000000227
18012,532,286,00:10:01.0004000000000133
18024,816,202,00:10:01.4008000000000038
18034,816,202,00:10:01.7344666666666626
18056,816,202,00:10:02.468533333333312
18066,816,202,00:10:02.8021999999999707
18079,816,202,00:10:03.235966666666627
18089,770,240,00:10:03.569633333333286
18103,826,260,00:10:04.036766666666722
18114,814,202,00:10:04.403800000000047
18125,836,304,00:10:04.770833333333371
18138,790,176,00:10:05.204600000000028
18148,892,304,00:10:05.538266666666686
18162,906,220,00:10:06.005400000000009
18174,814,202,00:10:06.405799999999999
18185,882,216,00:10:06.772833333333324
18197,882,240,00:10:07.173233333333428
18209,708,142,00:10:07.573633333333305
18219,814,202,00:10:07.9073000000000775
18229,814,202,00:10:08.240966666666623
