Set,Rally,Frame,X,Y,Time,Getpoint_player,Lose_reason
3,12,10438,806,250,00:05:48.28126666666668,,
3,12,10448,496,276,00:05:48.61493333333334,,
3,12,10458,492,306,00:05:48.948600000000056,,
3,12,10473,496,294,00:05:49.449100000000044,,
3,12,10487,518,250,00:05:49.91623333333331,,
3,12,10515,522,434,00:05:50.85050000000001,,
3,12,10525,810,264,00:05:51.18416666666667,,
3,12,10537,582,258,00:05:51.58456666666666,,
3,12,10550,682,434,00:05:52.01833333333332,,
3,12,10593,558,246,00:05:53.45310000000006,,
3,12,10615,672,424,00:05:54.18716666666671,,
3,12,10654,568,154,00:05:55.48846666666668,,
3,12,10667,582,242,00:05:55.92223333333334,,
3,12,10681,476,298,00:05:56.38936666666672,,
3,12,10698,566,310,00:05:56.95660000000004,,
3,12,10725,448,282,00:05:57.857500000000016,,
3,12,10746,518,302,00:05:58.5582,,
3,12,10760,650,294,00:05:59.02533333333332,,
3,12,10770,728,326,00:05:59.35899999999998,,
3,12,10783,774,292,00:05:59.79276666666664,,
3,12,10825,678,160,00:06:01.1941666666666606,,
3,12,10865,474,312,00:06:02.5288333333332957,,
3,12,10876,474,302,00:06:02.8958666666666772,,
3,12,10887,560,292,00:06:03.262900000000002,,
3,12,10905,626,142,00:06:03.8634999999999877,,
3,12,10931,808,162,00:06:04.731033333333301,,
3,12,10947,790,288,00:06:05.2649000000000115,,
3,12,10990,798,278,00:06:06.699666666666701,,
3,12,11019,798,294,00:06:07.6673000000000116,,
3,12,11079,636,428,00:06:09.669299999999964,,
3,12,11091,710,252,00:06:10.069700000000012,,
3,12,11103,612,166,00:06:10.470100000000059,,
3,12,11113,660,560,00:06:10.803766666666661,,
3,12,11153,686,462,00:06:12.138433333333353,,
3,12,11178,640,274,00:06:12.972600000000057,,
3,12,11197,526,312,00:06:13.606566666666652,,
3,12,11228,434,330,00:06:14.64093333333335,,
3,12,11242,538,276,00:06:15.108066666666673,,
3,12,11262,782,310,00:06:15.775400000000047,,
3,12,11284,844,304,00:06:16.509466666666697,,
3,12,11302,784,294,00:06:17.110066666666626,,
3,12,11324,832,168,00:06:17.84413333333339,,
3,12,11366,834,234,00:06:19.2455333333333,,
3,12,11439,640,288,00:06:21.681299999999965,,
3,12,11471,748,280,00:06:22.74903333333333,,
3,12,11509,684,424,00:06:24.01696666666669,,
3,12,11523,674,422,00:06:24.484100000000012,,
3,12,11539,690,424,00:06:25.017966666666666,,
3,12,11569,670,422,00:06:26.0189666666667,,
3,12,11580,670,438,00:06:26.386000000000024,,
3,12,11590,820,202,00:06:26.719666666666683,,
3,12,11601,580,146,00:06:27.086700000000008,,
3,12,11612,600,296,00:06:27.453733333333332,,
3,12,11622,630,286,00:06:27.787400000000048,,
3,12,11641,536,302,00:06:28.4213666666667,,
3,12,11661,586,302,00:06:29.088700000000017,,
3,12,11671,620,416,00:06:29.422366666666676,,
3,12,11694,640,404,00:06:30.18979999999999,,
3,12,11716,710,242,00:06:30.923866666666697,,
3,12,11761,712,458,00:06:32.42536666666672,A,0
3,13,11817,916,312,00:06:34.29390000000001,,
3,13,11842,672,214,00:06:35.128066666666655,,
3,13,11859,918,312,00:06:35.695299999999975,,
3,13,11894,462,294,00:06:36.86313333333334,,
3,13,11916,428,350,00:06:37.59719999999999,,
3,13,11926,592,294,00:06:37.9308666666667,,
3,13,11940,476,308,00:06:38.398000000000025,A,0
3,14,11983,820,204,00:06:39.83276666666666,,
3,14,11993,778,296,00:06:40.16643333333337,,
3,14,12019,610,170,00:06:41.033966666666686,,
3,14,12031,592,372,00:06:41.434366666666676,,
3,14,12053,820,204,00:06:42.168433333333326,,
3,14,12063,770,306,00:06:42.50210000000004,,
3,14,12073,734,278,00:06:42.83576666666664,,
3,14,12093,720,296,00:06:43.50310000000002,B,0
3,15,12109,460,190,00:06:44.03696666666667,,
3,15,12139,470,216,00:06:45.03796666666665,,
3,15,12156,526,210,00:06:45.605200000000025,,
3,15,12167,556,298,00:06:45.97223333333335,,
3,15,12181,448,180,00:06:46.43936666666667,,
3,15,12194,644,254,00:06:46.873133333333385,,
3,15,12236,916,312,00:06:48.27453333333335,,
3,15,12255,644,246,00:06:48.908500000000004,B,0
3,16,12279,670,310,00:06:49.709299999999985,,
3,16,12297,622,290,00:06:50.30990000000003,,
3,16,12319,524,282,00:06:51.04396666666668,,
3,16,12335,548,186,00:06:51.57783333333333,,
3,16,12379,558,246,00:06:53.045966666666686,,
3,16,12411,666,170,00:06:54.113699999999994,B,0
3,17,12449,608,280,00:06:55.381633333333355,,
3,17,12493,830,310,00:06:56.84976666666665,,
3,17,12506,606,290,00:06:57.28353333333331,,
3,17,12527,556,300,00:06:57.98423333333335,,
3,17,12542,484,292,00:06:58.48473333333334,B,0
3,18,12580,832,152,00:06:59.7526666666667,,
3,18,12620,542,302,00:07:01.0873333333333335,,
3,18,12631,568,292,00:07:01.454366666666715,,
3,18,12643,572,296,00:07:01.8547666666666487,,
3,18,12660,610,182,00:07:02.4220000000000255,,
3,18,12693,800,198,00:07:03.5231000000000563,,
3,18,12721,678,298,00:07:04.457366666666701,,
3,18,12734,584,304,00:07:04.891133333333357,B,0
3,19,12744,544,282,00:07:05.224800000000016,,
3,19,12757,528,132,00:07:05.6585666666666725,,
3,19,12769,522,164,00:07:06.058966666666663,,
3,19,12789,524,162,00:07:06.726299999999981,,
3,19,12799,540,170,00:07:07.059966666666696,,
3,19,12812,542,194,00:07:07.493733333333353,,
3,19,12827,532,318,00:07:07.994233333333341,,
3,19,12850,732,318,00:07:08.761666666666713,,
3,19,12861,744,274,00:07:09.128700000000038,,
3,19,12885,598,178,00:07:09.929500000000019,B,0
3,20,12924,524,286,00:07:11.230799999999988,,
3,20,12981,784,186,00:07:13.1327,,
3,20,13033,918,302,00:07:14.867766666666682,,
3,20,13054,640,278,00:07:15.568466666666666,B,0
3,21,13079,582,302,00:07:16.40263333333337,,
3,21,13090,662,148,00:07:16.769666666666694,,
3,21,13110,636,286,00:07:17.437000000000012,,
3,21,13143,922,262,00:07:18.538100000000043,,
3,21,13155,788,304,00:07:18.938499999999976,,
3,21,13165,654,374,00:07:19.272166666666692,,
3,21,13179,624,318,00:07:19.739300000000014,,
3,21,13204,604,306,00:07:20.57346666666666,,
3,21,13215,622,298,00:07:20.940499999999986,,
3,21,13225,638,312,00:07:21.2741666666667,B,0
3,22,13252,728,276,00:07:22.175066666666623,,
3,22,13304,786,294,00:07:23.910133333333363,,
3,22,13315,812,296,00:07:24.277166666666687,,
3,22,13349,672,320,00:07:25.411633333333384,,
3,22,13364,706,310,00:07:25.912133333333372,,
3,22,13374,696,308,00:07:26.245799999999974,,
3,22,13387,680,374,00:07:26.67956666666663,B,0
3,23,13400,820,202,00:07:27.113333333333287,,
3,23,13410,612,418,00:07:27.447000000000003,,
3,23,13447,614,174,00:07:28.68156666666664,,
3,23,13478,506,292,00:07:29.71593333333334,,
3,23,13488,632,364,00:07:30.049600000000055,,
3,23,13498,526,308,00:07:30.383266666666657,,
3,23,13509,516,298,00:07:30.75029999999998,,
3,23,13519,612,316,00:07:31.083966666666697,,
3,23,13534,546,296,00:07:31.584466666666685,,
3,23,13562,486,256,00:07:32.51873333333333,B,0
3,24,13574,486,300,00:07:32.91913333333338,,
3,24,13587,556,296,00:07:33.352900000000034,,
3,24,13631,642,272,00:07:34.82103333333333,,
3,24,13647,646,274,00:07:35.35490000000004,,
3,24,13663,638,274,00:07:35.88876666666664,,
3,24,13685,574,290,00:07:36.62283333333329,,
3,24,13719,640,284,00:07:37.75729999999999,B,0
3,25,13736,656,372,00:07:38.32453333333331,,
3,25,13761,896,172,00:07:39.15870000000001,,
3,25,13772,778,290,00:07:39.525733333333335,,
3,25,13782,774,290,00:07:39.85940000000005,,
3,25,13792,770,362,00:07:40.19306666666665,,
3,25,13802,734,324,00:07:40.52673333333331,,
3,25,13822,692,298,00:07:41.19406666666663,,
3,25,13841,568,284,00:07:41.82803333333334,,
3,25,13852,524,248,00:07:42.19506666666666,,
3,25,13865,776,172,00:07:42.62883333333332,,
3,25,13884,738,170,00:07:43.26279999999997,B,0
3,26,13920,628,298,00:07:44.464,,
3,26,13935,612,168,00:07:44.96449999999999,,
3,26,13947,728,208,00:07:45.364900000000034,,
3,26,13957,792,310,00:07:45.698566666666636,,
3,26,13967,802,300,00:07:46.03223333333335,,
3,26,13984,814,292,00:07:46.59946666666667,,
3,26,14004,822,298,00:07:47.26679999999999,,
3,26,14014,462,174,00:07:47.60046666666665,,
3,26,14038,632,294,00:07:48.401266666666686,,
3,26,14073,520,318,00:07:49.56910000000005,B,0
3,27,14086,492,328,00:07:50.002866666666705,,
3,27,14096,478,298,00:07:50.33653333333331,,
3,27,14118,620,232,00:07:51.07060000000001,,
3,27,14128,698,300,00:07:51.40426666666667,,
3,27,14147,594,198,00:07:52.038233333333324,,
3,27,14174,680,212,00:07:52.93913333333336,,
3,27,14185,822,302,00:07:53.306166666666684,,
3,27,14216,900,314,00:07:54.340533333333326,,
3,27,14226,810,312,00:07:54.674199999999985,,
3,27,14236,842,310,00:07:55.0078666666667,B,0
3,28,14252,636,166,00:07:55.541733333333354,,
3,28,14262,620,166,00:07:55.87540000000001,,
3,28,14316,642,278,00:07:57.67720000000003,,
3,28,14381,554,238,00:07:59.84603333333331,,
3,28,14392,706,292,00:08:00.21306666666663432,,
3,28,14410,802,298,00:08:00.813666666666677,B,0
3,29,14429,818,302,00:08:01.4476333333333855,,
3,29,14467,524,306,00:08:02.715566666666632,,
3,29,14480,602,300,00:08:03.1493333333332885,,
3,29,14492,506,296,00:08:03.549733333333336,,
3,29,14502,504,328,00:08:03.8834000000000515,,
3,29,14516,590,294,00:08:04.350533333333317,,
3,29,14558,700,302,00:08:05.751933333333341,B,0
3,30,14642,574,294,00:08:08.554733333333331,,
3,30,14656,574,292,00:08:09.02186666666671,,
3,30,14672,596,204,00:08:09.555733333333364,,
3,30,14685,460,176,00:08:09.989500000000021,,
3,30,14698,572,172,00:08:10.423266666666677,,
3,30,14716,642,376,00:08:11.02386666666672,B,0
3,31,14748,510,298,00:08:12.091600000000028,,
3,31,14762,552,188,00:08:12.55873333333335,,
3,31,14774,588,258,00:08:12.959133333333341,,
3,31,14792,574,298,00:08:13.559733333333327,,
3,31,14805,494,292,00:08:13.993499999999983,,
3,31,14849,514,186,00:08:15.461633333333339,,
3,31,14862,496,306,00:08:15.895399999999995,,
3,31,14872,628,284,00:08:16.229066666666654,,
3,31,14884,526,226,00:08:16.6294666666667,,
3,31,14894,544,316,00:08:16.96313333333336,B,0
3,32,14907,530,290,00:08:17.396900000000016,,
3,32,14923,586,300,00:08:17.93076666666667,,
3,32,14944,636,292,00:08:18.631466666666654,,
3,32,14968,574,284,00:08:19.432266666666635,,
3,32,14988,558,280,00:08:20.09960000000001,,
3,32,14998,678,264,00:08:20.43326666666667,,
3,32,15063,642,274,00:08:22.602100000000007,B,0
4,1,15074,606,170,00:08:22.96913333333339,,
4,1,15122,522,250,00:08:24.57073333333335,,
4,1,15148,580,278,00:08:25.438266666666664,,
4,1,15175,572,304,00:08:26.3391666666667,,
4,1,15198,560,294,00:08:27.106600000000014,,
4,1,15217,602,296,00:08:27.740566666666666,,
4,1,15235,570,286,00:08:28.34116666666671,,
4,1,15260,574,182,00:08:29.1753333333333,B,0
4,2,15275,674,274,00:08:29.675833333333287,,
4,2,15285,588,328,00:08:30.009500000000003,,
4,2,15306,630,372,00:08:30.710199999999986,,
4,2,15332,724,144,00:08:31.577733333333356,,
4,2,15342,762,292,00:08:31.911400000000015,,
4,2,15358,696,278,00:08:32.44526666666661,,
4,2,15370,596,228,00:08:32.845666666666716,,
4,2,15396,528,290,00:08:33.71320000000003,,
4,2,15428,564,166,00:08:34.78093333333334,B,0
4,3,15533,606,302,00:08:38.28443333333337,,
4,3,15555,698,258,00:08:39.01850000000002,,
4,3,15587,828,148,00:08:40.086233333333325,B,0
4,4,15604,574,296,00:08:40.653466666666645,,
4,4,15619,496,292,00:08:41.15396666666663,,
4,4,15629,502,234,00:08:41.487633333333406,,
4,4,15643,516,300,00:08:41.954766666666615,,
4,4,15667,646,266,00:08:42.755566666666596,,
4,4,15710,594,374,00:08:44.19033333333334,,
4,4,15739,596,376,00:08:45.15796666666665,,
4,4,15750,624,382,00:08:45.52499999999998,,
4,4,15765,552,296,00:08:46.025499999999965,,
4,4,15775,568,292,00:08:46.359166666666624,,
4,4,15793,408,316,00:08:46.959766666666724,,
4,4,15804,634,306,00:08:47.32680000000005,,
4,4,15818,484,296,00:08:47.79393333333337,,
4,4,15840,482,320,00:08:48.52800000000002,,
4,4,15851,474,236,00:08:48.895033333333345,,
4,4,15893,606,342,00:08:50.29643333333331,,
4,4,15904,778,360,00:08:50.663466666666636,,
4,4,15922,792,234,00:08:51.26406666666662,,
4,4,15939,860,310,00:08:51.831300000000056,,
4,4,15950,762,294,00:08:52.19833333333338,,
4,4,15963,860,304,00:08:52.63209999999992,,
4,4,15981,800,294,00:08:53.23269999999991,,
4,4,15992,874,324,00:08:53.59973333333335,,
4,4,16003,776,308,00:08:53.96676666666667,,
4,4,16016,658,272,00:08:54.40053333333333,,
4,4,16026,582,302,00:08:54.73419999999999,,
4,4,16048,512,324,00:08:55.46826666666675,,
4,4,16061,504,144,00:08:55.90203333333329,,
4,4,16078,594,310,00:08:56.46926666666673,,
4,4,16114,496,294,00:08:57.6704666666667,,
4,4,16134,450,298,00:08:58.337800000000016,,
4,4,16144,916,316,00:08:58.671466666666674,,
4,4,16164,472,314,00:08:59.33879999999999,B,0
4,5,16186,916,316,00:09:00.07286666666664132,,
4,5,16196,686,294,00:09:00.4065333333333001,,
4,5,16206,722,292,00:09:00.7401999999999589,,
4,5,16229,574,276,00:09:01.507633333333274,,
4,5,16246,636,364,00:09:02.0748666666667077,,
4,5,16286,768,318,00:09:03.409533333333343,,
4,5,16300,762,282,00:09:03.876666666666665,,
4,5,16323,610,316,00:09:04.64409999999998,,
4,5,16362,824,304,00:09:05.945400000000063,,
4,5,16378,578,250,00:09:06.479266666666717,,
4,5,16392,506,298,00:09:06.94640000000004,,
4,5,16402,482,296,00:09:07.280066666666698,,
4,5,16427,634,376,00:09:08.114233333333345,,
4,5,16484,686,374,00:09:10.0161333333333,A,1
4,6,16532,644,270,00:09:11.617733333333376,,
4,6,16545,714,234,00:09:12.051500000000033,,
4,6,16599,548,278,00:09:13.85329999999999,,
4,6,16615,540,294,00:09:14.387166666666644,,
4,6,16633,710,288,00:09:14.987766666666744,,
4,6,16651,732,310,00:09:15.58836666666673,,
4,6,16669,696,312,00:09:16.188966666666715,,
4,6,16692,580,272,00:09:16.95640000000003,B,0
4,7,16738,566,142,00:09:18.491266666666775,,
4,7,16748,626,276,00:09:18.82493333333332,,
4,7,16758,642,262,00:09:19.15859999999998,,
4,7,16770,522,222,00:09:19.55899999999997,,
4,7,16782,574,286,00:09:19.959400000000073,,
4,7,16795,672,290,00:09:20.393166666666616,,
4,7,16809,752,290,00:09:20.860300000000052,,
4,7,16823,718,280,00:09:21.327433333333374,,
4,7,16845,598,270,00:09:22.061500000000024,,
4,7,16855,524,266,00:09:22.395166666666682,B,0
4,8,16916,916,316,00:09:24.4305333333333,,
4,8,16945,656,274,00:09:25.39816666666661,,
4,8,16969,736,146,00:09:26.198966666666706,,
4,8,16989,718,266,00:09:26.866300000000024,,
4,8,17006,670,284,00:09:27.433533333333344,,
4,8,17021,694,360,00:09:27.934033333333332,,
4,8,17051,824,290,00:09:28.93503333333331,,
4,8,17065,702,374,00:09:29.40216666666663,,
4,8,17079,826,298,00:09:29.869300000000067,,
4,8,17109,644,268,00:09:30.870300000000043,,
4,8,17170,578,302,00:09:32.90566666666666,,
4,8,17180,770,330,00:09:33.23933333333332,A,1
4,9,17198,680,304,00:09:33.839933333333306,,
4,9,17212,542,312,00:09:34.30706666666663,,
4,9,17230,484,302,00:09:34.907666666666614,,
4,9,17241,820,204,00:09:35.27469999999994,,
4,9,17261,494,306,00:09:35.94203333333337,,
4,9,17307,476,218,00:09:37.4769,,
4,9,17319,490,306,00:09:37.87729999999999,,
4,9,17339,512,280,00:09:38.54463333333331,,
4,9,17350,536,364,00:09:38.91166666666663,,
4,9,17360,676,368,00:09:39.245333333333406,,
4,9,17370,820,202,00:09:39.57899999999995,,
4,9,17381,756,338,00:09:39.946033333333276,,
4,9,17391,626,294,00:09:40.279699999999934,,
4,9,17402,820,202,00:09:40.64673333333337,,
4,9,17416,636,230,00:09:41.113866666666695,,
4,9,17426,760,190,00:09:41.447533333333354,,
4,9,17440,882,298,00:09:41.914666666666676,,
4,9,17470,532,296,00:09:42.91566666666665,,
4,9,17487,508,286,00:09:43.48289999999997,,
4,9,17501,820,204,00:09:43.950033333333295,B,0
4,10,17531,670,262,00:09:44.95103333333327,,
4,10,17578,652,254,00:09:46.51926666666668,,
4,10,17596,736,284,00:09:47.11986666666667,,
4,10,17607,518,304,00:09:47.48689999999999,,
4,10,17617,524,320,00:09:47.82056666666665,,
4,10,17628,522,330,00:09:48.187599999999975,,
4,10,17642,502,302,00:09:48.65473333333341,,
4,10,17655,578,302,00:09:49.088499999999954,,
4,10,17667,650,298,00:09:49.48890000000006,,
4,10,17678,742,310,00:09:49.85593333333338,,
4,10,17693,750,356,00:09:50.35643333333337,,
4,10,17718,724,306,00:09:51.19060000000002,,
4,10,17729,820,204,00:09:51.55763333333334,,
4,10,17739,684,296,00:09:51.8913,,
4,10,17762,634,278,00:09:52.65873333333343,,
4,10,17800,916,316,00:09:53.92666666666662,,
4,10,17845,614,266,00:09:55.428166666666584,,
4,10,17859,650,140,00:09:55.89530000000002,,
4,10,17873,916,316,00:09:56.36243333333334,,
4,10,17899,680,372,00:09:57.229966666666655,,
4,10,17910,868,234,00:09:57.59699999999998,,
4,10,17922,820,202,00:09:57.99739999999997,,
4,10,17935,806,312,00:09:58.43116666666663,,
4,10,17956,582,302,00:09:59.131866666666724,,
4,10,17973,530,294,00:09:59.69909999999993,,
4,10,17984,914,316,00:10:00.066133333333255,B,0
4,11,18000,820,202,00:10:00.6000000000000227,,
4,11,18016,528,306,00:10:01.1338666666666768,,
4,11,18036,498,300,00:10:01.8011999999999944,,
4,11,18053,594,214,00:10:02.3684333333333143,,
4,11,18084,816,154,00:10:03.40280000000007,,
4,11,18125,836,302,00:10:04.770833333333371,,
4,11,18136,858,264,00:10:05.137866666666696,,
4,11,18148,896,302,00:10:05.538266666666686,,
4,11,18164,918,312,00:10:06.0721333333333405,,
4,11,18175,916,308,00:10:06.439166666666665,,
4,11,18191,916,294,00:10:06.973033333333319,,
4,11,18227,918,304,00:10:08.174233333333405,B,0
