rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number_1,hitting_area_number_2,hitting_area_number_3,hitting_area_number_4,landing_area_number_1,landing_area_number_2,landing_area_number_3,landing_area_number_4
4.0,2.0,00:52:27.160,78679.0,B,,長球,,,B4,80.0,6.0,1.0,,,2,1,,B3,335.0,864.0,1.0,,,,,,,,,,30.0,90.0,70.0,40.0,21.75,72.25,75.4527998155138,24.25,66.0,70.31402776118006,,865.057801536984,,,,,,,,
4.0,3.0,00:52:28.280,78707.0,A,,切球,,,B3,335.0,864.0,1.0,,,2,1,,B2,41.0,194.0,2.0,,,,,,,,,,60.0,10.0,50.0,20.0,1.0,10.25,10.29866496202299,31.25,55.50000000000001,63.69311187247801,,177.61193653580833,,,,,,,,
4.0,4.0,00:52:28.960,78724.0,B,,未擊球,,,B2,41.0,194.0,2.0,落地,切球質量佳,3,1,A,,,,,,,,,,,,,,40.0,50.0,70.0,80.0,1.5,16.25,16.31908392036759,5.75,15.5,16.53216561736544,,970.7399239755208,,,,,,,,
5.0,1.0,00:52:50.680,79267.0,A,1.0,發長球,,,B2,227.0,675.0,2.0,,,3,1,,A4,255.0,37.0,1.0,,,,,,430,-149,421,-149,10.0,0.0,50.0,80.0,5.25,5.0,7.249999999999999,6.25,5.5,8.325412902673357,,90.0,,,,,0,0,0,1
5.0,2.0,00:52:52.840,79321.0,B,,切球,,,A4,255.0,37.0,1.0,,,3,1,,B2,288.0,684.0,2.0,1000.0,430,-149,421,-149,359,-28,298,988,50.0,60.0,80.0,80.0,36.25,61.0,70.95817430007624,37.0,23.0,43.56604182158393,0.2570588454031489,804.3742909864785,0,0,0,1,1,0,0,0
5.0,3.0,00:52:53.440,79336.0,A,,挑球,,,B2,288.0,684.0,2.0,,,3,1,,A3,308.0,180.0,1.0,1000.0,359,-28,298,988,375,104,385,104,10.0,90.0,50.0,90.0,10.25,4.75,11.297123527695003,26.25,27.750000000000004,38.19849473474053,0.196596032513375,97.26767191621273,1,0,0,0,0,1,0,0
5.0,4.0,00:52:54.040,79351.0,B,,擋小球,,1.0,A3,308.0,180.0,1.0,,,3,1,,B1,304.0,565.0,2.0,0.0,375,104,385,104,356,203,398,928,0.0,40.0,70.0,40.0,17.5,24.0,29.70269348055829,18.25,3.5000000000000004,18.58258593414813,0.42840168066897216,987.4107554609682,0,1,0,0,1,0,0,0
5.0,5.0,00:52:54.720,79368.0,A,,放小球,,,B1,304.0,565.0,2.0,,,3,1,,B1,99.0,370.0,2.0,1000.0,356,203,398,928,201,334,301,216,70.0,10.0,20.0,60.0,15.75,4.75,16.450683876362103,17.0,16.5,23.69071548096427,0.15494586868394467,170.3907274472411,1,0,0,0,0,1,0,0
5.0,6.0,00:52:55.680,79392.0,B,,挑球,,,B1,99.0,370.0,2.0,,,3,1,,A3,64.0,876.0,1.0,2000.0,201,334,301,216,232,104,65,1112,0.0,40.0,30.0,20.0,17.5,3.5000000000000004,17.84656829757475,19.25,12.0,22.683970111071826,0.10192153844992725,945.9175439751607,0,1,0,0,1,0,0,0
5.0,7.0,00:52:57.000,79425.0,A,,切球,1.0,,A3,64.0,876.0,1.0,,,3,1,,B2,84.0,326.0,2.0,0.0,232,104,65,1112,104,316,202,178,40.0,80.0,90.0,0.0,34.0,38.0,50.99019513592785,0.25,250.0,250.00012499996876,0.7343800106212042,80.0,1,0,0,0,0,1,0,0
5.0,8.0,00:52:57.960,79449.0,B,,擋小球,,,B2,84.0,326.0,2.0,,,3,1,,A1,285.0,465.0,2.0,1000.0,104,316,202,178,130,267,212,216,0.0,0.0,20.0,10.0,95.0,37.5,102.13349107907747,85.5,49.75,98.9207384727793,,814.213731154173,0,1,0,0,0,1,0,0
5.0,9.0,00:52:58.600,79465.0,B,,掛網球,,,A1,285.0,465.0,2.0,未回擊成功,對方失誤,4,1,A,,,,,,130,267,212,216,,,,,60.0,40.0,20.0,70.0,86.0,146.0,169.44615663980107,69.5,116.75,135.87057260496107,,134.27211177307072,0,1,0,0,,,,
6.0,1.0,00:53:13.520,79838.0,A,1.0,發長球,,,B2,242.0,686.0,2.0,,,4,1,,B4,146.0,17.0,1.0,,,,,,,,,,10.0,70.0,20.0,20.0,67.75,115.75,134.11981583643782,57.99999999999999,107.0,121.70866854912184,,899.3519889342548,,,,,,,,
6.0,2.0,00:53:15.760,79894.0,B,,切球,,,B4,146.0,17.0,1.0,,,4,1,,B2,373.0,644.0,2.0,,,,,,268,35,365,992,90.0,60.0,10.0,60.0,67.75,74.0,100.32976876281536,52.24999999999999,58.99999999999999,78.81029437833614,,84.87638069569178,,,,,1,0,0,0
6.0,3.0,00:53:16.560,79914.0,A,,挑球,,,B2,373.0,644.0,2.0,,,4,1,,A3,364.0,109.0,1.0,1000.0,268,35,365,992,437,63,485,-110,50.0,20.0,80.0,80.0,28.749999999999996,10.5,30.607392897795133,60.5,50.5,78.80672560130893,0.08695113570276124,85.44588931013593,1,0,0,0,0,0,0,1
6.0,4.0,00:53:17.480,79937.0,B,,長球,1.0,,A3,364.0,109.0,1.0,,,4,1,,A3,81.0,863.0,1.0,1000.0,437,63,485,-110,318,42,146,944,80.0,0.0,60.0,60.0,12.0,65.0,66.09841147864296,16.0,3.5000000000000004,16.3783393541592,,32.0,0,0,0,1,1,0,0,0
6.0,5.0,00:53:18.720,79968.0,A,,長球,1.0,,A3,81.0,863.0,1.0,,,4,1,,B4,146.0,14.0,1.0,,318,42,146,944,,,,,0.0,60.0,30.0,20.0,0.0,3.5000000000000004,3.5000000000000004,28.249999999999996,2.0,28.320707971376706,0.0747269102205565,1025.0136584455838,1,0,0,0,,,,
6.0,6.0,00:53:20.280,80007.0,B,,長球,,,B4,146.0,14.0,1.0,,,4,1,,B3,336.0,881.0,2.0,,,,,,261,35,359,1112,10.0,30.0,10.0,50.0,50.24999999999999,1.7500000000000002,50.28046340279691,65.25,61.25,89.49371486311203,,152.620444239951,,,,,1,0,0,0
6.0,7.0,00:53:21.520,80038.0,A,,過渡切球,,,B3,336.0,881.0,2.0,,,4,1,,B1,85.0,352.0,2.0,1000.0,261,35,359,1112,166,375,233,254,60.0,0.0,80.0,0.0,44.0,30.0,53.25410782277739,20.5,5.0,21.10094784600919,0.06779564882792995,101.01980003939822,1,0,0,0,1,0,0,0
6.0,8.0,00:53:22.600,80065.0,B,,挑球,,,B1,85.0,352.0,2.0,,,4,1,,B4,302.0,910.0,1.0,1000.0,166,375,233,254,272,131,317,1148,60.0,90.0,30.0,0.0,61.0,99.75,116.92331888891967,54.25,105.0,118.1865580343213,0.341156855419908,1092.6307702055622,1,0,0,0,0,1,0,0
6.0,9.0,00:53:23.840,80096.0,A,,長球,,,B4,302.0,910.0,1.0,,,4,1,,A4,356.0,39.0,1.0,2000.0,272,131,317,1148,522,-196,453,-21,0.0,30.0,40.0,60.0,22.5,88.25,91.07311623086146,28.499999999999996,21.0,35.40127116361784,0.1581217885049369,186.560981987124,0,1,0,0,0,0,0,1
6.0,10.0,00:53:25.080,80127.0,B,,切球,1.0,,A4,356.0,39.0,1.0,,,4,1,,A2,104.0,617.0,2.0,0.0,522,-196,453,-21,425,-14,283,1000,0.0,80.0,70.0,90.0,17.5,70.5,72.63952092353033,16.75,62.25000000000001,64.46413731680585,0.2951021009752387,837.611485117056,0,0,0,1,1,0,0,0
6.0,11.0,00:53:25.880,80147.0,A,,挑球,,1.0,A2,104.0,617.0,2.0,,,4,1,,B4,105.0,49.0,2.0,2000.0,425,-14,283,1000,217,56,268,56,0.0,80.0,20.0,0.0,35.0,10.5,36.54107278118693,89.5,10.0,90.05692644100175,0.10957303500405563,104.38869670610895,1,0,0,0,0,0,1,0
6.0,12.0,00:53:27.160,80179.0,B,,過渡切球,,,B4,105.0,49.0,2.0,,,4,1,,A1,125.0,536.0,2.0,0.0,217,56,268,56,251,42,241,907,30.0,60.0,60.0,70.0,1.7500000000000002,86.5,86.51770050111134,16.0,61.75000000000001,63.78920363196268,0.6453874805107394,855.3794479644691,0,0,1,0,1,0,0,0
6.0,13.0,00:53:27.960,80199.0,A,,放小球,,1.0,A1,125.0,536.0,2.0,,,4,1,,A1,337.0,374.0,2.0,1000.0,251,42,241,907,443,415,368,254,90.0,50.0,60.0,20.0,2.25,51.24999999999999,51.29936646782297,61.5,72.0,94.69028461251978,0.10121539189053982,150.72159765607583,1,0,0,0,1,0,0,0
6.0,14.0,00:53:28.840,80221.0,B,,挑球,,1.0,A1,337.0,374.0,2.0,,,4,1,,A4,117.0,884.0,1.0,2000.0,443,415,368,254,298,145,154,1105,90.0,0.0,40.0,50.0,24.75,42.5,49.18142433887006,28.499999999999996,66.25,72.1201254851931,0.25100199202396783,989.4735974244082,1,0,0,0,1,0,0,0
6.0,15.0,00:53:30.240,80256.0,A,,長球,1.0,,A4,117.0,884.0,1.0,,,4,1,,B3,67.0,66.0,2.0,1000.0,298,145,154,1105,242,21,152,21,40.0,20.0,60.0,50.0,31.0,45.5,55.056788863863105,8.5,236.24999999999997,236.4028606002897,0.1395725617734374,148.27339613025663,1,0,0,0,0,0,1,0
6.0,16.0,00:53:31.080,80277.0,B,,過渡切球,,,B3,67.0,66.0,2.0,,,4,1,,A1,99.0,565.0,2.0,1000.0,242,21,152,21,254,84,207,887,70.0,70.0,0.0,10.0,73.25,70.75,101.83872053398943,55.0,67.25,86.8767086162914,0.27654520426143714,553.531390257138,0,0,1,0,1,0,0,0
6.0,17.0,00:53:32.160,80304.0,A,,放小球,,1.0,A1,99.0,565.0,2.0,,,4,1,,B1,78.0,359.0,2.0,1000.0,254,84,207,887,155,310,249,285,20.0,80.0,80.0,80.0,78.0,119.5,142.70336366042673,59.49999999999999,97.0,113.79477140888328,0.1447497841103744,1080.5891911360209,1,0,0,0,0,1,0,0
6.0,18.0,00:53:33.240,80331.0,B,,挑球,,,B1,78.0,359.0,2.0,,,4,1,,B3,281.0,877.0,1.0,1000.0,155,310,249,285,250,125,332,1109,40.0,80.0,40.0,20.0,21.0,59.49999999999999,63.097147320619804,16.5,2.0,16.62077013859466,0.01457737973711325,97.18538984847466,0,1,0,0,1,0,0,0
6.0,19.0,00:53:34.720,80368.0,A,,切球,,,B3,281.0,877.0,1.0,,,4,1,,B1,88.0,361.0,2.0,1000.0,250,125,332,1109,149,375,226,223,70.0,60.0,90.0,10.0,9.25,96.0,96.44460845480167,14.749999999999998,64.75,66.40877201093241,0.023021728866442676,1086.803110043397,1,0,0,0,0,1,0,0
6.0,20.0,00:53:35.760,80394.0,B,,挑球,,,B1,88.0,361.0,2.0,,,4,1,,B4,286.0,892.0,1.0,1000.0,149,375,226,223,271,145,357,1087,90.0,20.0,50.0,40.0,34.75,29.499999999999996,45.58302864005418,33.75,49.0,59.49842434888507,0.22290412737318258,39.81205847478876,0,1,0,0,1,0,0,0
6.0,21.0,00:53:36.960,80424.0,A,,切球,,,B4,286.0,892.0,1.0,,,4,1,,A3,313.0,184.0,2.0,1000.0,271,145,357,1087,294,131,374,131,30.0,10.0,20.0,90.0,34.25,55.25,65.00480751452157,56.99999999999999,269.75,275.7064788865144,0.0560357029044876,595.6886770788916,1,0,0,0,0,1,0,0
6.0,22.0,00:53:37.560,80439.0,B,,擋小球,,1.0,A3,313.0,184.0,2.0,,,4,1,,A1,97.0,605.0,2.0,1000.0,294,131,374,131,312,164,252,976,70.0,0.0,80.0,30.0,0.75,27.5,27.51022537166862,42.0,60.75,73.85500998578227,0.08242117446384757,1028.2630986279728,0,1,0,0,1,0,0,0
6.0,23.0,00:53:38.600,80465.0,A,,挑球,,1.0,A1,97.0,605.0,2.0,,,4,1,,B4,89.0,43.0,1.0,1000.0,312,164,252,976,224,35,301,145,10.0,50.0,40.0,70.0,30.25,13.75,33.22837642738507,1.0,43.25,43.26155914897197,0.06958807369082723,115.20850663036997,1,0,0,0,0,1,0,0
6.0,24.0,00:53:39.640,80491.0,B,,長球,,,B4,89.0,43.0,1.0,,,4,1,,A3,104.0,875.0,1.0,1000.0,224,35,301,145,249,145,184,1042,40.0,50.0,40.0,20.0,6.0,3.75,7.075485849042452,8.5,9.5,12.747548783981962,0.07544037380607282,111.94641575325224,0,1,0,0,1,0,0,0
6.0,25.0,00:53:40.920,80523.0,A,,長球,1.0,,A3,104.0,875.0,1.0,,,4,1,,B3,57.0,97.0,1.0,1000.0,249,145,184,1042,154,49,224,97,80.0,40.0,90.0,80.0,14.499999999999998,26.5,30.20761493398643,10.25,10.5,14.67353059082919,0.5800588332229758,99.16148445843275,1,0,0,0,0,0,1,0
6.0,26.0,00:53:41.760,80544.0,B,,切球,,,B3,57.0,97.0,1.0,,,4,1,,B1,141.0,378.0,2.0,1000.0,154,49,224,97,113,-7,183,42,20.0,30.0,70.0,30.0,67.0,80.75,104.92646234387203,58.25,53.24999999999999,78.92163835096177,,1083.108489487549,0,0,1,0,0,0,1,0
6.0,27.0,00:53:42.240,80556.0,B,,未過網,,,B1,141.0,378.0,2.0,未回擊成功,對方失誤,5,1,A,,,,,,113,-7,183,42,,,,,10.0,70.0,20.0,90.0,42.25,51.74999999999999,66.80662392308116,12.0,29.749999999999996,32.07900403690863,0.03084330027084704,185.72291188757515,0,0,1,0,,,,
7.0,1.0,00:54:06.360,81159.0,A,1.0,發長球,,,B2,223.0,677.0,2.0,,,5,1,,A4,329.0,18.0,1.0,,,,,,493,-157,525,-157,30.0,90.0,30.0,30.0,6.75,12.25,13.986600730699363,14.249999999999998,13.25,19.458288722290046,,836.7675901945533,,,,,0,0,0,1
7.0,2.0,00:54:08.520,81213.0,B,,切球,,,A4,329.0,18.0,1.0,,,5,1,,A2,110.0,614.0,2.0,1000.0,493,-157,525,-157,434,-149,196,848,30.0,90.0,10.0,0.0,11.749999999999998,9.75,15.268431484602472,29.749999999999996,55.0,62.53049256162948,0.6106318448951054,58.9406481131655,0,0,0,1,1,0,0,0
7.0,3.0,00:54:09.200,81230.0,A,,放小球,,1.0,A2,110.0,614.0,2.0,,,5,1,,B1,85.0,340.0,2.0,1000.0,434,-149,196,848,149,427,247,310,40.0,70.0,80.0,40.0,6.5,10.75,12.562344526401112,0.5,16.0,16.00781059358212,,1066.1829111367335,1,0,0,0,1,0,0,0
7.0,4.0,00:54:10.200,81255.0,B,,挑球,,,B1,85.0,340.0,2.0,,,5,1,,A4,104.0,915.0,1.0,,149,427,247,310,,,,,30.0,80.0,80.0,90.0,3.25,18.0,18.291049723840345,29.499999999999996,27.25,40.159836902059254,0.34105880887482015,133.3604139165742,1,0,0,0,,,,
7.0,5.0,00:54:11.840,81296.0,A,,長球,1.0,,A4,104.0,915.0,1.0,,,5,1,,A4,265.0,48.0,1.0,,,,,,420,-36,479,-118,30.0,80.0,60.0,30.0,53.24999999999999,50.5,73.3880950836033,34.0,29.249999999999996,44.85044592866385,,989.0247721872289,,,,,0,0,0,1
7.0,6.0,00:54:13.280,81332.0,B,,長球,1.0,,A4,265.0,48.0,1.0,,,5,1,,B4,317.0,883.0,1.0,1000.0,420,-36,479,-118,304,49,463,1130,70.0,30.0,30.0,50.0,36.75,6.75,37.36475612124345,13.25,31.25,33.94296687091451,0.3582680560697535,741.4917396707801,0,0,0,1,1,0,0,0
7.0,7.0,00:54:14.840,81371.0,A,,切球,,,B4,317.0,883.0,1.0,,,5,1,,B2,48.0,283.0,2.0,1000.0,304,49,463,1130,149,260,270,118,60.0,0.0,0.0,10.0,3.5000000000000004,55.0,55.11125111989383,2.5,55.25,55.306532163931585,0.19560738738605962,1103.4364503676684,1,0,0,0,0,1,0,0
7.0,8.0,00:54:15.640,81391.0,B,,放小球,,,B2,48.0,283.0,2.0,,,5,1,,A1,75.0,598.0,2.0,1000.0,149,260,270,118,189,91,221,928,40.0,20.0,50.0,80.0,14.000000000000002,23.0,26.92582403567252,8.75,35.5,36.56244658115756,0.13723337786413334,58.9406481131655,0,1,0,0,1,0,0,0
7.0,9.0,00:54:16.640,81416.0,A,,挑球,,1.0,A1,75.0,598.0,2.0,,,5,1,,B3,62.0,129.0,1.0,1000.0,189,91,221,928,197,0,206,104,70.0,30.0,40.0,90.0,5.75,36.75,37.19711010280234,21.0,97.25,99.49151973912149,0.057560837380983255,976.3733916898801,1,0,0,0,0,0,1,0
7.0,10.0,00:54:17.240,81431.0,B,,切球,,,B3,62.0,129.0,1.0,,,5,1,,B1,280.0,595.0,2.0,1000.0,197,0,206,104,189,77,334,920,70.0,20.0,0.0,90.0,28.249999999999996,7.000000000000001,29.104338164610443,92.5,27.750000000000004,96.57283520742259,0.26312924580897507,77.02596964660685,0,0,1,0,1,0,0,0
7.0,11.0,00:54:18.160,81454.0,A,,挑球,,,B1,280.0,595.0,2.0,,,5,1,,A4,275.0,41.0,1.0,1000.0,189,77,334,920,398,-7,467,-141,40.0,40.0,80.0,60.0,48.5,8.5,49.23921201644072,46.99999999999999,26.0,53.71219600798314,0.06862215385719105,1042.489328482551,1,0,0,0,0,0,0,1
7.0,12.0,00:54:19.360,81484.0,B,,切球,1.0,,A4,275.0,41.0,1.0,,,5,1,,A1,110.0,602.0,2.0,1000.0,398,-7,467,-141,365,-43,252,940,50.0,30.0,30.0,30.0,46.25,24.25,52.221882386601116,44.25,15.75,46.96940493555353,0.4699154179211404,179.74426277353055,0,0,0,1,1,0,0,0
7.0,13.0,00:54:20.160,81504.0,A,,放小球,,1.0,A1,110.0,602.0,2.0,,,5,1,,B1,77.0,374.0,2.0,1000.0,365,-43,252,940,154,392,250,279,10.0,10.0,30.0,40.0,4.75,95.25,95.36836477574731,11.749999999999998,51.0,52.33605353864581,0.13503425491333673,953.2601953296906,1,0,0,0,1,0,0,0
7.0,14.0,00:54:21.320,81533.0,B,,放小球,,,B1,77.0,374.0,2.0,,,5,1,,B1,352.0,546.0,2.0,1000.0,154,392,250,279,275,310,366,856,60.0,70.0,0.0,30.0,1.0,64.25,64.2577816299318,17.5,156.75,157.72384886249765,,160.99689437998487,1,0,0,0,1,0,0,0
7.0,15.0,00:54:22.520,81563.0,A,,挑球,,,B1,352.0,546.0,2.0,,,5,1,,A4,293.0,36.0,1.0,,275,310,366,856,,,,,70.0,60.0,50.0,60.0,51.74999999999999,111.00000000000001,122.47065975163194,51.24999999999999,103.49999999999999,115.49377688862721,0.046972805371240545,693.3815688349381,1,0,0,0,,,,
7.0,16.0,00:54:24.040,81601.0,B,,長球,1.0,,A4,293.0,36.0,1.0,,,5,1,,B4,321.0,904.0,1.0,,,,,,345,28,433,1105,30.0,90.0,40.0,90.0,24.25,39.75,46.563129190379804,14.000000000000002,297.25,297.5795061828015,,102.88342918079665,,,,,1,0,0,0
7.0,17.0,00:54:25.400,81635.0,A,,長球,,,B4,321.0,904.0,1.0,,,5,1,,B4,81.0,29.0,1.0,1000.0,345,28,433,1105,181,0,255,63,30.0,20.0,70.0,30.0,19.25,10.5,21.92743715074792,58.25,15.75,60.34173514243686,0.2523529274646918,877.8382538941897,1,0,0,0,0,0,1,0
7.0,18.0,00:54:26.600,81665.0,B,,長球,,,B4,81.0,29.0,1.0,,,5,1,,A3,88.0,820.0,1.0,1000.0,181,0,255,63,205,-14,75,1065,80.0,30.0,50.0,0.0,10.5,31.75,33.441179704071445,11.25,45.0,46.38493828819868,0.2986176485072508,51.62363799656123,0,0,1,0,1,0,0,0
7.0,19.0,00:54:27.720,81693.0,A,,切球,1.0,,A3,88.0,820.0,1.0,,,5,1,,B1,110.0,383.0,2.0,1000.0,205,-14,75,1065,174,346,191,310,0.0,70.0,10.0,70.0,55.0,104.25,117.86883600002164,30.25,41.75,51.557007283200605,0.13408392894004859,776.0927779589242,1,0,0,0,1,0,0,0
7.0,20.0,00:54:28.880,81722.0,B,,放小球,,,B1,110.0,383.0,2.0,,,5,1,,B1,276.0,512.0,2.0,1000.0,174,346,191,310,214,191,321,777,80.0,50.0,20.0,80.0,24.5,78.75,82.47310167563725,43.0,50.5,66.32684222846736,,54.12947441089743,1,0,0,0,1,0,0,0
7.0,21.0,00:54:29.880,81747.0,A,,挑球,,,B1,276.0,512.0,2.0,,,5,1,,A4,312.0,29.0,1.0,,214,191,321,777,,,,,0.0,70.0,10.0,60.0,0.0,73.25,73.25,52.24999999999999,51.5,73.3642453787947,0.07774173768174839,542.0747180970535,1,0,0,0,,,,
7.0,22.0,00:54:31.600,81790.0,B,,長球,,1.0,A4,312.0,29.0,1.0,,,5,1,,B3,326.0,859.0,1.0,,,,,,313,21,435,1042,80.0,10.0,60.0,40.0,35.5,27.750000000000004,45.058989114271085,34.0,14.000000000000002,36.76955262170047,,1084.2232242485861,,,,,1,0,0,0
7.0,23.0,00:54:32.760,81819.0,A,,殺球,,,B3,326.0,859.0,1.0,,,5,1,,A3,335.0,184.0,2.0,1000.0,313,21,435,1042,303,77,396,145,0.0,30.0,0.0,0.0,27.5,71.75,76.83952433481092,50.0,80.0,94.33981132056604,0.7682896589177808,94.37160589923221,1,0,0,0,0,1,0,0
7.0,24.0,00:54:33.320,81833.0,B,,擋小球,,1.0,A3,335.0,184.0,2.0,,,5,1,,A0,310.0,468.0,2.0,0.0,303,77,396,145,437,203,401,97,60.0,50.0,50.0,0.0,11.5,31.25,33.298836316003595,11.25,0.0,11.25,,1004.9407942759614,0,1,0,0,0,1,0,0
7.0,25.0,00:54:33.880,81847.0,B,,掛網球,,,A0,310.0,468.0,2.0,未回擊成功,殺球得分,6,1,A,,,,,,437,203,401,97,,,,,0.0,40.0,10.0,30.0,7.5,21.0,22.299103120977758,0.25,5.75,5.755432216610669,0.020932596855409772,125.09996003196804,0,1,0,0,,,,
8.0,1.0,00:55:07.080,82677.0,A,1.0,發長球,,,B2,250.0,686.0,2.0,,,6,1,,B4,92.0,19.0,1.0,,,,,,144,-80,181,-172,0.0,10.0,30.0,20.0,32.5,22.75,39.67130575113453,24.25,18.0,30.200372514258827,,107.41508273980894,,,,,0,0,0,1
