rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number_1,hitting_area_number_2,hitting_area_number_3,hitting_area_number_4,landing_area_number_1,landing_area_number_2,landing_area_number_3,landing_area_number_4
5,1,00:27:07,48810,B,1.0,發小球,,1.0,A2,236,266,2,,,2,2,,A1,263.0,503.0,2.0,0.0,376,971,371,936,267.0,298.0,313.0,182.0,20.0,20.0,60.0,60.0,2.0,13.0,13.152946437965907,23.499999999999996,11.5,26.16295090390226,0.14144963768069538,35.35533905932738,0,0,0,1,0,1,0,0
5,2,00:27:07.800000,48834,A,,挑球,,,A1,263,503,2,,,2,2,,C3,331.0,47.0,1.0,1000.0,267,298,313,182,368.0,1023.0,277.0,982.0,10.0,20.0,40.0,20.0,40.25,183.0,187.37412441423174,31.0,46.99999999999999,56.302753041036986,0.3070671750610931,124.78781991845197,0,1,0,0,0,0,0,1
5,3,00:27:08.900000,48867,B,,切球,1.0,,C3,331,47,1,,,2,2,,A1,308.0,572.0,2.0,1000.0,368,1023,277,982,428.0,1030.0,437.0,-6.0,10.0,20.0,40.0,20.0,9.75,27.0,28.70648881350695,11.0,10.5,15.20690632574555,0.033094561486745826,99.80981915623332,0,0,0,1,1,0,0,0
5,4,00:27:09.500000,48885,A,,放小球,,,A1,308,572,2,,,2,2,,A1,134.0,440.0,2.0,1000.0,428,1030,437,-6,329.0,915.0,321.0,1024.0,40.0,10.0,60.0,40.0,28.999999999999996,52.24999999999999,59.75836761492067,38.5,81.0,89.68416805657507,0.14673530590829187,1036.0390919265546,1,0,0,0,0,0,0,1
5,5,00:27:10.300000,48909,B,,放小球,,,A1,134,440,2,,,2,2,,A1,162.0,493.0,2.0,1000.0,329,915,321,1024,312.0,821.0,283.0,318.0,80.0,40.0,60.0,50.0,4.5,11.0,11.884864324004711,8.5,23.75,25.225235380467712,0.026725456029785533,109.29318368498559,0,0,0,1,1,0,0,0
5,6,00:27:11.100000,48933,A,,挑球,,1.0,A1,162,493,2,,,2,2,,A3,280.0,60.0,1.0,1000.0,312,821,283,318,347.0,959.0,287.0,929.0,90.0,10.0,20.0,10.0,25.25,20.25,32.36703569992161,15.5,97.25,98.47747204310232,0.31045933711196383,503.8352905464245,1,0,0,0,0,0,0,1
5,7,00:27:12.200000,48966,B,,切球,1.0,,A3,280,60,1,,,2,2,,C1,95.0,517.0,2.0,0.0,347,959,287,929,211.0,902.0,345.0,-71.0,40.0,30.0,20.0,70.0,6.0,18.25,19.210999453438127,2.0,19.25,19.353617232961906,0.0754254598925323,67.08203932499369,0,0,0,1,1,0,0,0
5,8,00:27:12.900000,48987,A,,挑球,,1.0,C1,95,517,2,,,2,2,,C3,321.0,70.0,1.0,2000.0,211,902,345,-71,371.0,1032.0,279.0,1006.0,20.0,20.0,20.0,30.0,35.5,18.0,39.80263810352274,8.0,38.25,39.07764706325088,0.14221550548375517,982.1837913547546,1,0,0,0,0,0,0,1
5,9,00:27:14.300000,49029,B,,切球,,1.0,C3,321,70,1,,,2,2,,A1,191.0,538.0,2.0,0.0,371,1032,279,1006,353.0,974.0,377.0,82.0,40.0,90.0,30.0,60.0,4.0,27.750000000000004,28.03680616618091,5.75,6.0,8.31038506929733,0.13518135966175218,95.60334722173695,0,0,0,1,1,0,0,0
5,10,00:27:14.800000,49044,A,,放小球,,1.0,A1,191,538,2,,,2,2,,C1,339.0,406.0,2.0,1000.0,353,974,377,82,355.0,921.0,302.0,982.0,0.0,80.0,20.0,40.0,15.0,20.5,25.401771591761072,3.0,13.5,13.82931668593933,0.025750943887770623,892.3228115429976,1,0,0,0,0,0,0,1
5,11,00:27:15.800000,49074,B,,挑球,,1.0,C1,339,406,2,,,2,2,,B2,335.0,857.0,1.0,2000.0,355,921,302,982,413.0,892.0,389.0,136.0,70.0,80.0,0.0,70.0,14.249999999999998,18.0,22.95784179752095,27.5,33.25,43.14872535776694,0.08813751881135651,80.8084154033477,0,0,0,1,1,0,0,0
5,12,00:27:17.300000,49119,A,,殺球,,,B2,335,857,1,,,2,2,,B2,69.0,237.0,2.0,1000.0,413,892,389,136,412.0,849.0,412.0,849.0,60.0,40.0,60.0,30.0,21.0,11.0,23.706539182259394,26.0,5.75,26.628227503910207,0.19958206332233366,756.3808564473323,1,0,0,0,0,1,0,0
5,13,00:27:18,49140,B,,防守回挑,,,B2,69,237,2,,,2,2,,A2,307.0,730.0,1.0,0.0,412,849,412,849,329.0,936.0,285.0,159.0,80.0,80.0,30.0,0.0,9.5,67.0,67.67015590347047,6.75,47.5,47.97720813052798,0.45813207702582887,0.0,0,1,0,0,1,0,0,0
5,14,00:27:18.900000,49167,A,,殺球,,,A2,307,730,1,,,2,2,,C2,326.0,162.0,1.0,1000.0,329,936,285,159,450.0,1117.0,385.0,1039.0,60.0,80.0,80.0,50.0,6.5,2.0,6.800735254367722,29.499999999999996,1.25,29.526471174185374,0.14458561477546789,778.2448200919811,1,0,0,0,0,0,0,1
5,15,00:27:19.300000,49179,B,,平球,,1.0,C2,326,162,1,,,2,2,,A2,248.0,655.0,2.0,0.0,450,1117,385,1039,355.0,944.0,403.0,164.0,0.0,80.0,0.0,90.0,32.5,30.5,44.5701693961331,42.5,12.75,44.37130266286984,0.3463076666780566,101.53324578678651,0,0,0,1,1,0,0,0
5,16,00:27:19.900000,49197,A,,平球,,,A2,248,655,2,,,2,2,,B2,90.0,154.0,1.0,1000.0,355,944,403,164,320.0,995.0,215.0,988.0,10.0,60.0,20.0,0.0,37.25,19.0,41.815816385669194,32.0,5.0,32.38826948140329,0.14658188837642935,781.475527447917,1,0,0,0,0,0,0,1
5,17,00:27:20.500000,49215,B,,平球,,,B2,90,154,1,,,2,2,,C2,69.0,740.0,1.0,1000.0,320,995,215,988,206.0,1020.0,275.0,184.0,30.0,50.0,80.0,20.0,44.25,148.75,155.19221952146958,18.0,147.0,148.0979405663698,1.2089210065177955,105.23307464861035,0,0,0,1,1,0,0,0
5,18,00:27:21,49230,A,,擋小球,,1.0,C2,69,740,1,,,2,2,,B1,107.0,392.0,2.0,0.0,206,1020,275,184,143.0,400.0,143.0,400.0,70.0,70.0,50.0,50.0,8.25,168.25,168.45214453962882,21.25,21.25,30.05203820042827,0.5997232695168664,838.8426550909294,1,0,0,0,1,0,0,0
5,19,00:27:21.800000,49254,B,,放小球,,,B1,107,392,2,,,2,2,,C1,92.0,499.0,2.0,1000.0,143,400,143,400,173.0,347.0,190.0,269.0,0.0,40.0,30.0,60.0,32.5,64.0,71.77917525299382,13.25,68.5,69.76971047668178,0.18690134058136426,0.0,1,0,0,0,1,0,0,0
5,20,00:27:22.600000,49278,A,,挑球,,1.0,C1,92,499,2,,,2,2,,B3,79.0,52.0,1.0,2000.0,173,347,190,269,273.0,144.0,196.0,126.0,80.0,30.0,20.0,40.0,44.5,170.75,176.45342870003972,4.5,69.0,69.14658342969665,0.21866012439400104,79.83107164506812,1,0,0,0,0,1,0,0
5,21,00:27:24.100000,49323,B,,殺球,,,B3,79,52,1,,,2,2,,B2,323.0,719.0,2.0,0.0,273,144,196,126,351.0,1030.0,172.0,-7.0,70.0,60.0,50.0,80.0,41.75,199.0,203.33239412351392,51.24999999999999,204.5,210.8241269399686,1.6563151873964086,79.07591289387686,0,1,0,0,1,0,0,0
5,22,00:27:24.700000,49341,A,,擋小球,,,B2,323,719,2,,,2,2,,C1,349.0,367.0,2.0,1000.0,351,1030,172,-7,440.0,940.0,401.0,944.0,40.0,90.0,30.0,60.0,81.5,137.75,160.05409241878198,40.75,44.0,59.97134732520188,0.13629787639985852,1052.3354978332718,1,0,0,0,0,0,0,1
5,23,00:27:25.800000,49374,B,,挑球,,1.0,C1,349,367,2,,,2,2,,C2,77.0,856.0,1.0,2000.0,440,940,401,944,25.0,479.0,335.0,169.0,10.0,10.0,90.0,90.0,102.25,77.75,128.45281234756987,80.25,69.75,106.32556136696387,0.4693080012102926,39.20459156782532,0,0,0,1,1,0,0,0
5,24,00:27:27.300000,49419,A,,殺球,1.0,,C2,77,856,1,,,2,2,,B2,86.0,184.0,2.0,0.0,25,479,335,169,31.0,1251.0,80.0,1223.0,10.0,90.0,20.0,40.0,72.75,129.75,148.75357138569817,34.5,13.5,37.04726710568541,0.5930750374109502,438.4062043356595,1,0,0,0,0,0,0,1
5,25,00:27:27.800000,49434,B,,擋小球,,,B2,86,184,2,,,2,2,,B1,336.0,561.0,2.0,1000.0,31,1251,80,1223,316.0,998.0,197.0,223.0,80.0,40.0,60.0,30.0,37.0,71.5,80.50621094052309,28.999999999999996,74.25,79.7123735689761,0.014883448398667665,56.43580423808985,0,0,0,1,1,0,0,0
5,26,00:27:28.900000,49467,A,,未擊球,,,B1,336,561,2,落地,球路被抓,2,3,B,,,,,42000.0,316,998,197,223,179.0,965.0,196.0,926.0,80.0,40.0,70.0,0.0,10.5,24.0,26.196373794859472,34.25,5.0,34.613039450472996,0.0034868989137360014,784.082903779951,1,0,0,0,0,0,0,1
6,1,00:28:10.567000,50717,B,1.0,發小球,,1.0,A2,263,277,2,,,2,3,,A1,192.0,556.0,2.0,1000.0,179,965,196,926,274.0,902.0,334.0,203.0,20.0,0.0,0.0,50.0,33.0,7.5,33.84154251803543,7.5,13.75,15.662455107677085,0.08195883112880514,42.5440947723653,0,0,0,1,1,0,0,0
6,2,00:28:11.267000,50738,A,,挑球,,1.0,A1,192,556,2,,,2,3,,B3,81.0,64.0,1.0,1000.0,274,902,334,203,311.0,935.0,226.0,981.0,50.0,60.0,60.0,70.0,33.75,21.5,40.0164028868163,11.0,25.75,28.001116049186326,0.0899027252089724,701.5703813588484,1,0,0,0,0,0,0,1
6,3,00:28:12.367000,50771,B,,長球,,,B3,81,64,1,,,2,3,,C2,72.0,831.0,1.0,1000.0,311,935,226,981,139.0,988.0,290.0,100.0,0.0,60.0,50.0,0.0,25.0,24.0,34.655446902326915,3.75,12.5,13.050383136138189,0.09292604586443998,96.64884893261792,0,0,0,1,1,0,0,0
