rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number,landing_area_number
,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,10.0,20.0,30.0,0.0,2.25,7.000000000000001,7.352720584926371,43.25,237.5,241.405908171279,,976.0701819029204,,
5.0,1.0,00:28:04.360,42109.0,A,,殺球,1.0,,A4,331.0,11.0,1.0,,,2,2,,A1,330.0,464.0,2.0,,,,,,,,,,0.0,60.0,70.0,40.0,70.0,14.000000000000002,71.386273190299,4.25,216.5,216.54171076261494,,138.4088147481944,,
5.0,2.0,00:28:04.880,42122.0,A,,掛網球,,,A1,330.0,464.0,2.0,未回擊成功,對方失誤,2,3,B,,,,,,,,,,,,,,20.0,40.0,30.0,10.0,9.5,3.5000000000000004,10.124228365658293,40.75,270.25,273.3050036131794,,989.1172832379384,,
6.0,1.0,00:28:17.960,42449.0,B,1.0,發長球,,,A2,198.0,674.0,2.0,,,2,3,,A4,291.0,18.0,1.0,,,,,,,,,,60.0,20.0,70.0,60.0,1.0,23.0,23.021728866442675,4.25,274.0,274.0329587841579,,24.413111231467404,,
6.0,2.0,00:28:20.000,42500.0,A,,殺球,1.0,,A4,291.0,18.0,1.0,,,2,3,,B2,378.0,665.0,2.0,,,,,,372,-43,280,980,50.0,50.0,40.0,90.0,51.24999999999999,93.75,106.8439282317905,21.0,195.25,196.3760741536504,,984.9365461794988,,1
6.0,3.0,00:28:20.600,42515.0,B,,擋小球,,,B2,378.0,665.0,2.0,,,2,3,,A1,337.0,428.0,2.0,1040.0,372,-43,280,980,445,340,421,242,20.0,50.0,80.0,90.0,29.499999999999996,41.25,50.71304072918523,45.5,204.74999999999997,209.74463640341318,0.19928508039798357,74.06078584514209,1,2
6.0,4.0,00:28:21.640,42541.0,A,,放小球,,1.0,A1,337.0,428.0,2.0,,,2,3,,A1,143.0,492.0,2.0,880.0,445,340,421,242,350,223,283,835,40.0,60.0,0.0,30.0,44.0,73.5,85.66358619623627,7.5,274.25,274.3525332487382,0.30111760233152146,1117.8018607964473,2,1
6.0,5.0,00:28:22.520,42563.0,B,,挑球,,1.0,A1,143.0,492.0,2.0,,,2,3,,A4,277.0,39.0,1.0,1600.0,350,223,283,835,401,-212,436,-204,60.0,90.0,40.0,40.0,14.000000000000002,17.25,22.216266563038893,23.499999999999996,256.0,257.0763505264535,0.4650155407349307,93.03762679690406,1,4
6.0,6.0,00:28:24.120,42603.0,A,,長球,1.0,,A4,277.0,39.0,1.0,,,2,3,,B4,355.0,892.0,1.0,1200.0,401,-212,436,-204,337,-14,436,1127,80.0,50.0,60.0,70.0,79.5,28.749999999999996,84.53882244270972,44.0,238.24999999999997,242.27889404568444,0.6376411880691383,1089.7086766654654,4,1
6.0,7.0,00:28:25.320,42633.0,B,,長球,,,B4,355.0,892.0,1.0,,,2,3,,A4,360.0,26.0,1.0,1360.0,337,-14,436,1127,505,14,497,21,60.0,40.0,60.0,80.0,36.0,3.5000000000000004,36.16973873281365,36.0,262.0,264.4617174564213,0.40516724221104017,90.68627239003708,1,3
6.0,8.0,00:28:26.680,42667.0,A,,切球,1.0,,A4,360.0,26.0,1.0,,,2,3,,A1,122.0,606.0,2.0,760.0,505,14,497,21,472,-21,280,936,20.0,10.0,90.0,70.0,27.0,24.75,36.62734634122434,7.75,270.75,270.86089603336984,0.6018568336402321,924.354910194131,3,1
6.0,9.0,00:28:27.440,42686.0,B,,放小球,,1.0,A1,122.0,606.0,2.0,,,2,3,,B1,82.0,403.0,2.0,1000.0,472,-21,280,936,152,410,241,304,30.0,40.0,10.0,0.0,5.75,38.5,38.92701504097123,17.25,302.5,302.9914396480534,0.2057194691807268,115.12167476196652,1,1
6.0,10.0,00:28:28.440,42711.0,A,,挑球,,,B1,82.0,403.0,2.0,,,2,3,,A4,76.0,887.0,2.0,1200.0,152,410,241,304,247,84,200,1072,80.0,50.0,80.0,40.0,20.5,43.75,48.31472342878514,14.499999999999998,256.5,256.9095171456285,0.18553601028132277,1069.6840655071944,1,1
6.0,11.0,00:28:29.640,42741.0,B,,長球,,1.0,A4,76.0,887.0,2.0,,,2,3,,B4,47.0,22.0,1.0,1080.0,247,84,200,1072,147,0,167,-14,30.0,90.0,20.0,10.0,18.25,35.25,39.6941431448016,12.0,230.25000000000003,230.56249152886946,0.5451551562407324,82.0,1,4
6.0,12.0,00:28:30.720,42768.0,A,,切球,,,B4,47.0,22.0,1.0,,,2,3,,B1,341.0,532.0,2.0,880.0,147,0,167,-14,138,-28,340,936,90.0,80.0,90.0,50.0,42.25,52.0,67.00046641628698,57.25,223.74999999999997,230.95805896309395,0.5320864222509363,1037.2463545368573,4,1
6.0,13.0,00:28:31.600,42790.0,B,,挑球,,,B1,341.0,532.0,2.0,,,2,3,,A4,320.0,37.0,1.0,1040.0,138,-28,340,936,418,28,357,70,60.0,10.0,20.0,80.0,8.5,40.25,41.13772599451749,44.5,267.0,270.6829325982708,0.41477569551355997,50.24937810560445,1,3
6.0,14.0,00:28:32.640,42816.0,A,,長球,,1.0,A4,320.0,37.0,1.0,,,2,3,,F4,436.0,910.0,2.0,1400.0,418,28,357,70,380,42,520,1151,0.0,80.0,20.0,20.0,42.5,72.0,83.60771495502075,3.0,167.0,167.0269439342048,0.39361128914041005,1110.245468353733,3,1
6.0,15.0,00:28:34.040,42851.0,B,,未擊球,,,F4,436.0,910.0,2.0,出界,對方失誤,2,4,B,,,,,,380,42,520,1151,,,,,70.0,70.0,90.0,50.0,4.25,23.25,23.635249099596983,20.25,168.75,169.9606572121913,,104.27847332982968,1,
