rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number,landing_area_number
6.0,15.0,00:53:30.240,80256.0,A,,長球,1.0,,A4,117.0,884.0,1.0,,,4,1,,B3,67.0,66.0,2.0,1040.0,373,-7,270,992,362,91,408,138,10.0,40.0,70.0,20.0,0.25,21.5,21.50145343924452,6.75,17.0,18.291049723840345,0.36855438096808624,1180.2279440853788,1,2
6.0,16.0,00:53:31.080,80277.0,B,,過渡切球,,,B3,67.0,66.0,2.0,,,4,1,,A1,99.0,565.0,2.0,1400.0,362,91,408,138,165,322,107,1016,10.0,60.0,0.0,80.0,27.25,41.0,49.229691244207494,22.5,173.0,174.45701476294957,0.43417247701336203,10.0,2,2
6.0,17.0,00:53:32.160,80304.0,A,,放小球,,1.0,A1,99.0,565.0,2.0,,,4,1,,B1,78.0,359.0,2.0,760.0,165,322,107,1016,161,316,196,267,90.0,30.0,60.0,70.0,0.25,39.25,39.250796170268956,9.0,199.25,199.45315866137594,0.499848488124484,46.389654018972806,2,2
6.0,18.0,00:53:33.240,80331.0,B,,挑球,,,B1,78.0,359.0,2.0,,,4,1,,B3,281.0,877.0,1.0,,161,316,196,267,,,,,60.0,20.0,0.0,10.0,26.5,30.5,40.40420770167385,15.0,247.25,247.70458715978594,,891.8979762282231,2,
6.0,19.0,00:53:34.720,80368.0,A,,切球,,,B3,281.0,877.0,1.0,,,4,1,,B1,88.0,361.0,2.0,,,,,,,,,,60.0,70.0,90.0,40.0,18.5,15.75,24.296347462118664,10.25,241.0,241.2178735085773,,0.0,,
6.0,20.0,00:53:35.760,80394.0,B,,挑球,,,B1,88.0,361.0,2.0,,,4,1,,B4,286.0,892.0,1.0,,,,,,,,,,0.0,0.0,10.0,30.0,25.0,17.5,30.516389039334257,20.25,221.74999999999997,222.67268579688889,,590.1660783203318,,
6.0,21.0,00:53:36.960,80424.0,A,,切球,,,B4,286.0,892.0,1.0,,,4,1,,A3,313.0,184.0,2.0,,,,,,178,49,171,151,50.0,50.0,20.0,50.0,26.25,33.75,42.75657844121767,13.0,261.25,261.5732450003249,,608.118409522356,,2
6.0,22.0,00:53:37.560,80439.0,B,,擋小球,,1.0,A3,313.0,184.0,2.0,,,4,1,,A1,97.0,605.0,2.0,1000.0,178,49,171,151,91,-126,324,1031,60.0,0.0,20.0,70.0,13.5,25.0,28.412145290350743,7.000000000000001,250.74999999999997,250.84768785061584,0.3540413111488545,85.7962703152066,2,1
6.0,23.0,00:53:38.600,80465.0,A,,挑球,,1.0,A1,97.0,605.0,2.0,,,4,1,,B4,89.0,43.0,1.0,1160.0,91,-126,324,1031,268,21,278,21,50.0,90.0,80.0,70.0,21.25,35.25,41.15974975628496,15.5,214.25,214.80994506772726,0.37624397317218883,1036.2335644052455,1,3
6.0,24.0,00:53:39.640,80491.0,B,,長球,,,B4,89.0,43.0,1.0,,,4,1,,A3,104.0,875.0,1.0,,268,21,278,21,,,,,40.0,0.0,30.0,90.0,1.0,15.0,15.033296378372906,53.24999999999999,262.75,268.09163545325316,,80.0812087820857,3,
6.0,25.0,00:53:40.920,80523.0,A,,長球,1.0,,A3,104.0,875.0,1.0,,,4,1,,B3,57.0,97.0,1.0,,,,,,,,,,20.0,50.0,0.0,30.0,24.5,98.75,101.74385730843902,37.5,275.75,278.2881824655873,,951.590773389486,,
