rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,left_x_speed,left_y_speed
35,9.0,00:23:30.400,35260,A,,殺球,1.0,,A3,121,881,1.0,,,20,14,,B3,52.0,187.0,2.0,227,77,285,131,147,125,137,1196,,,,,,,,
35,10.0,00:23:31.000,35275,B,,擋小球,,,B3,52,187,2.0,,,20,14,,A1,100.0,511.0,2.0,147,125,137,1196,238,145,266,42,,,,,,,,
35,11.0,00:23:32.080,35302,A,,挑球,,1.0,A1,100,511,2.0,,,20,14,,A3,247.0,109.0,1.0,238,145,266,42,312,91,211,861,,,,,,,,
35,12.0,00:23:32.680,35317,B,,殺球,1.0,,A3,247,109,1.0,,,20,14,,A2,163.0,680.0,2.0,312,91,211,861,317,138,386,84,,,,,,,,
35,13.0,00:23:33.160,35329,A,,擋小球,,,A2,163,680,2.0,,,20,14,,B1,264.0,518.0,2.0,317,138,386,84,349,279,360,254,,,,,,,,
35,14.0,00:23:33.920,35348,A,,未過網,,,B1,264,518,2.0,未回擊成功,殺球得分,20,15,B,,,,,349,279,360,254,,,,,,,,,,,,
36,1.0,00:23:48.960,35724,B,1.0,發長球,,,B2,179,246,2.0,,,20,15,,A4,116.0,929.0,1.0,,,,,,,,,,,,,,,,
36,2.0,00:23:51.000,35775,A,,長球,1.0,,A4,116,929,1.0,,,20,15,,A4,273.0,25.0,1.0,,,,,,,,,,,,,,,,
36,3.0,00:23:52.640,35816,B,,長球,1.0,,A4,273,25,1.0,,,20,15,,B3,309.0,879.0,1.0,,,,,,,,,,,,,,,,
36,4.0,00:23:53.720,35843,A,,過渡切球,,,B3,309,879,1.0,,,20,15,,yy,213.0,225.0,2.0,,,,,,,,,,,,,,,,
36,5.0,00:23:54.560,35864,B,,挑球,,1.0,yy,213,225,2.0,,,20,15,,B2,329.0,712.0,2.0,,,,,,,,,,,,,,,,
36,6.0,00:23:55.160,35879,A,,過渡切球,,,B2,329,712,2.0,,,20,15,,A1,298.0,344.0,2.0,,,,,,,,,,,,,,,,
36,7.0,00:23:56.000,35900,B,,挑球,,1.0,A1,298,344,2.0,,,20,15,,A5,91.0,-58.0,2.0,,,,,,,,,,,,,,,,
36,8.0,00:23:57.640,35941,A,,未擊球,,,A5,91,-58,2.0,出界,對方失誤,21,15,A,,,,,,,,,,,,,,,,,,,,
