frame,top_x,top_y,bot_x,bot_y
12799,499,-65,290,969
12800,498,-126,293,969
12801,507,-88,295,965
12802,507,-65,307,952
12803,503,-73,307,952
12804,480,-236,335,936
12805,489,-141,351,944
12806,471,-58,356,948
12807,474,-43,372,907
12808,465,-43,382,899
12809,461,21,381,887
12810,451,0,389,848
12811,445,56,474,984
12812,447,21,411,749
12813,443,56,522,992
12814,447,63,526,1016
12815,452,56,526,992
12816,452,97,526,1057
12817,458,77,500,735
12818,442,84,508,795
12819,448,35,522,839
12820,457,97,529,1000
12821,444,77,570,920
12822,443,91,590,956
12823,444,70,605,961
12824,455,49,611,976
12825,456,84,552,972
12826,445,70,563,972
12827,460,21,635,1004
12828,457,84,593,972
12829,460,138,626,1012
12830,457,145,627,1012
12831,476,145,635,1004
12832,470,111,634,1000
12833,480,184,629,1023
12834,479,197,629,1027
12835,486,191,635,1004
12836,481,210,630,996
12837,485,184,635,1008
12838,473,158,632,1004
12839,474,145,634,988
12840,479,151,630,1012
12841,470,191,634,1004
12842,472,203,632,988
12843,485,210,632,1008
12844,490,178,630,1000
12845,485,184,636,1000
12846,490,131,633,984
12847,477,191,631,1023
12848,475,191,629,1027
12849,475,191,631,1000
13328,391,-88,264,969
13329,395,-80,268,972
13330,388,-80,271,948
13331,397,-95,272,948
13332,392,-141,282,965
13333,379,-157,290,961
13334,388,-141,301,1004
13335,373,-80,366,972
13336,379,-141,340,961
13337,376,-133,355,961
13338,373,56,373,1016
13339,373,21,391,1016
13340,371,21,391,1057
13341,369,42,390,1076
13342,368,77,394,1069
13343,372,97,405,1080
13344,368,91,393,1076
13345,367,77,398,1087
13346,368,84,403,1065
13347,366,77,404,1054
13348,366,97,411,1027
13349,368,104,500,1076
13350,368,56,427,1069
13351,376,77,439,1057
13352,382,91,453,1061
13353,396,70,461,1109
13354,394,111,472,1137
13355,398,131,477,1158
13356,398,111,476,1151
13357,399,171,475,1141
13358,392,131,473,1116
13359,389,118,466,1105
13360,380,131,461,1109
13361,363,131,449,1134
13362,343,118,429,1119
13363,304,145,416,1134
13364,291,84,401,1119
13365,265,145,383,1109
13366,255,171,372,1127
13367,251,184,369,1112
13368,252,197,365,1130
13369,246,216,360,1134
13370,236,158,362,1112
13371,240,184,362,1134
13372,250,191,363,1141
13373,255,203,360,1112
13374,241,171,356,1080
13375,233,191,349,1054
13376,219,191,344,1046
13377,218,260,338,1023
13378,211,273,326,1069
13379,185,216,325,1046
13380,188,235,318,1050
13381,178,235,313,1054
13382,186,235,298,1019
13383,174,184,290,984
13384,188,279,280,1000
13385,167,191,271,988
13386,194,346,256,1004
13387,191,267,263,1019
13388,187,285,261,1039
13389,192,291,258,1019
13390,192,248,257,1031
13391,191,279,250,1035
13392,188,273,247,1054
13393,188,328,234,1054
13394,196,285,217,1054
13395,201,267,214,1069
13396,205,267,208,1050
13397,210,216,213,1098
13398,228,267,208,1076
13399,236,164,169,1116
13400,252,210,213,1083
13401,270,191,203,1083
13402,261,151,195,1072
13403,263,184,181,1098
13404,271,171,162,1112
13405,272,203,146,1169
13406,269,178,148,1144
13407,271,158,127,1087
13408,275,145,154,1119
13409,273,125,146,1094
13410,285,151,153,1109
13411,291,138,152,1102
13412,299,111,72,1046
13413,306,91,72,1080
13414,320,125,76,1130
13415,322,125,73,1169
13416,320,125,80,1223
13417,320,131,87,1271
13418,319,118,87,1281
13419,330,197,87,1281
13420,326,191,87,1281
13421,323,184,87,1259
13422,322,145,88,1236
13423,318,158,98,1233
13424,306,91,113,1206
13425,303,118,127,1189
13426,293,145,140,1169
13427,281,138,152,1151
13428,277,145,158,1182
13429,146,21,164,1176
13430,273,125,163,1189
13431,262,125,163,1169
13432,256,118,155,1151
13433,247,104,158,1094
13434,239,77,162,1072
13435,243,70,161,1035
13436,249,125,187,1061
13437,244,97,163,1016
13438,244,77,155,988
13439,251,91,178,996
13440,257,77,158,976
13441,255,77,159,996
13442,248,77,151,952
13443,259,63,152,980
13444,261,91,158,972
13445,261,91,151,952
13446,260,77,150,944
13447,264,14,155,940
13448,273,70,155,940
13449,274,49,153,928
13450,287,42,150,965
13451,299,97,151,924
13452,289,63,151,924
13453,291,56,148,920
13454,291,97,151,924
13455,297,104,153,907
13456,289,111,151,869
13457,289,84,153,891
13458,289,70,154,865
13459,276,77,153,848
13460,281,91,162,830
13461,250,77,160,856
13462,244,91,167,844
13463,225,42,173,848
13464,222,91,167,848
13465,201,97,173,907
13466,196,97,177,887
13467,208,138,173,924
13468,194,125,177,932
13469,202,151,176,895
13470,203,197,177,891
13471,202,145,171,887
13472,129,131,174,865
13473,204,178,173,887
13474,202,151,172,852
13475,204,158,181,835
13476,205,191,188,804
13477,202,151,192,830
13478,207,178,192,799
13479,202,178,194,799
13480,204,171,198,817
13481,200,151,200,808
13482,196,191,207,822
13483,203,145,201,790
13484,200,171,195,786
13485,198,171,203,830
13486,195,125,196,804
13487,192,151,201,786
13488,186,131,194,804
13489,183,138,194,777
13490,185,97,185,731
13491,172,118,185,763
13492,170,151,185,726
13493,167,216,187,745
13494,156,216,189,740
13495,137,178,191,759
13496,134,197,196,754
13497,132,223,201,731
13498,130,216,205,726
13499,130,242,212,721
13500,129,242,220,745
13501,129,273,219,721
13502,132,273,215,740
13503,118,235,220,749
13504,133,267,209,702
13505,131,285,211,678
13506,130,279,212,721
13507,121,229,222,707
13508,119,235,227,707
13509,119,279,218,735
13510,133,297,246,726
13511,130,304,250,772
13512,129,310,258,777
13513,117,260,257,772
13514,96,-95,255,772
13515,113,235,225,735
13516,133,346,227,702
13517,118,267,228,707
13518,128,260,239,707
13519,128,316,242,702
13520,122,285,251,717
13521,125,304,254,772
13522,124,322,260,804
13523,122,285,261,786
13524,121,304,271,759
13525,123,279,281,763
13859,184,164,309,932
13860,190,184,301,912
13861,183,158,303,907
13862,189,164,305,907
13863,187,145,305,903
13864,192,164,309,903
13865,189,151,308,932
13866,179,118,309,903
13867,188,125,309,903
13868,186,158,310,903
13869,186,145,310,903
13870,186,131,309,903
13871,186,56,308,932
13872,180,42,309,928
13873,191,49,310,928
13874,181,63,310,928
13875,194,35,310,928
13876,197,97,308,936
13877,197,84,309,912
13878,194,49,309,920
13879,196,63,302,912
13880,195,77,302,912
13881,198,56,339,944
13882,194,70,299,916
13883,200,77,294,932
13884,198,42,290,916
13885,201,-28,336,936
13886,205,14,277,956
13887,209,7,272,940
13888,212,-58,269,972
13889,214,-88,258,988
13890,229,-80,254,996
13891,234,-80,252,992
13892,235,-118,252,992
13893,228,-110,252,1031
13894,228,-126,253,1008
13895,237,-50,250,1004
13896,233,-110,251,1012
13897,232,-110,252,980
13898,232,-110,251,984
13899,223,-118,252,992
13900,224,-110,252,992
13901,223,-88,252,988
13902,234,-95,253,1016
13903,239,-103,253,1008
13904,239,-73,254,1004
13905,231,-88,254,1000
13906,233,-73,254,1000
13907,223,-103,252,965
13908,224,-110,253,965
13909,224,-65,251,969
13910,223,-88,249,965
13911,229,-58,256,969
13912,221,-95,256,972
13913,229,-80,255,984
13914,232,-88,256,984
13915,228,-164,252,984
13916,231,-118,251,969
13917,225,-126,254,1000
13918,228,-164,253,965
13919,229,-149,252,969
13920,232,-103,254,965
13921,230,-141,253,984
13922,229,-133,253,956
13923,235,-157,244,992
13924,224,-141,249,976
13925,225,-110,249,1016
13926,223,-118,246,988
13927,229,-80,253,988
13928,229,-80,259,992
13929,240,-80,260,988
13930,233,-7,260,1004
13931,229,14,254,976
13932,234,63,256,1008
13933,239,14,252,988
13934,247,-103,258,1016
13935,247,-103,255,969
13936,261,14,248,976
13937,260,63,241,956
13938,265,21,231,980
13939,266,-14,226,984
13940,278,56,220,984
13941,268,104,219,1000
13942,268,77,217,1023
13943,277,111,206,1004
13944,277,151,196,961
13945,271,145,198,944
13946,274,158,109,891
13947,276,184,113,912
13948,284,197,117,903
13949,284,191,188,928
13950,284,191,195,940
13951,285,197,144,907
13952,286,210,144,912
13953,280,210,199,952
13954,290,210,215,984
13955,280,210,143,944
13956,282,184,145,920
13957,274,184,153,928
13958,280,203,160,924
13959,271,178,217,961
13960,260,184,217,980
13961,243,178,215,956
13962,238,184,217,956
13963,245,267,220,936
13964,241,248,213,932
13965,249,267,213,932
13966,225,254,214,976
13967,228,267,223,948
13968,229,316,218,948
13969,218,310,221,976
13970,219,304,213,944
13971,213,291,205,948
13972,208,285,197,965
13973,210,310,186,996
13974,189,210,192,1008
13975,218,346,186,992
13976,222,334,188,996
13977,227,346,191,984
13978,226,357,189,996
13979,221,334,190,961
13980,226,352,204,980
13981,221,316,217,1012
13982,229,352,229,996
13983,227,310,241,1019
13984,237,291,259,1012
13985,249,267,272,1019
13986,257,242,279,1035
13987,274,197,286,1054
13988,292,216,283,1057
13989,299,171,283,1061
13990,312,184,285,1076
13991,324,138,289,1042
13992,329,191,294,1076
13993,330,184,303,1102
13994,330,191,309,1061
13995,331,184,322,1057
13996,336,210,336,1076
13997,330,197,346,1127
13998,342,229,343,1098
13999,345,229,350,1119
14000,340,178,411,1179
14001,343,178,366,1162
14002,339,145,371,1182
14003,346,84,385,1172
14004,361,158,392,1179
14005,369,164,403,1210
14006,371,118,405,1213
14007,369,171,404,1210
14008,379,125,396,1213
14009,377,164,398,1196
14010,366,164,392,1196
14011,362,151,391,1186
14012,369,164,395,1203
14013,361,145,393,1172
14014,349,138,385,1144
14015,322,28,380,1155
14016,302,7,372,1134
14017,291,138,369,1119
14018,277,104,356,1116
14019,268,111,345,1116
14020,269,97,329,1119
14021,271,138,323,1061
14022,272,111,317,1080
14023,272,111,317,1105
14024,271,91,314,1083
14025,264,42,312,1087
14026,260,42,315,1069
14027,242,49,312,1076
14028,240,28,303,1065
14029,230,14,303,1019
14030,218,-36,290,1039
14031,201,28,282,1035
14032,204,91,266,1019
14033,193,70,256,1016
14034,183,84,250,976
14035,184,77,241,1004
14036,176,42,236,988
14037,193,42,238,992
14038,187,28,239,988
14039,190,35,239,1023
14040,194,-21,237,1027
14041,196,-21,239,1008
14042,213,49,233,1012
14043,211,7,229,1019
14044,228,42,220,1012
14045,228,63,210,1023
14046,238,56,214,1054
14047,249,70,207,1072
14048,246,56,198,1098
14049,258,63,222,1054
14050,266,131,211,1072
14051,262,125,195,1061
14052,256,125,180,1098
14053,259,125,170,1054
14054,270,125,161,1019
14055,269,70,154,1008
14056,260,125,147,1012
14057,272,77,134,988
14058,274,84,131,1019
14059,285,42,126,1019
14060,302,77,118,1039
14061,317,91,213,1076
14062,323,84,119,1112
14063,327,138,122,1144
14064,324,184,128,1216
14065,322,158,130,1229
14066,331,203,124,1242
14067,336,164,130,1226
14068,335,145,130,1236
14069,328,145,131,1226
14070,340,171,131,1223
14071,347,171,138,1193
14072,361,151,145,1203
14073,370,131,156,1165
14074,368,91,174,1144
14075,374,104,196,1134
14076,384,158,211,1087
14077,386,151,228,1134
14078,403,145,237,1094
14079,426,125,241,1123
14080,458,63,247,1112
14081,480,28,238,1069
14082,496,-133,251,1035
14083,505,-58,257,1046
14084,499,-103,255,1050
14085,536,-126,266,1031
14086,539,-110,268,1027
14087,533,-50,281,1008
14088,536,7,282,1012
14089,543,21,291,1039
14090,546,-7,289,1019
14091,547,0,285,1019
14092,546,-7,289,1023
14093,536,28,296,1023
14094,533,28,304,1019
14095,532,-7,317,1035
14096,511,-180,332,1035
14097,481,49,347,1027
14098,493,-73,362,1050
14099,471,-21,391,1039
14100,469,21,396,1050
14101,480,7,401,1065
14102,469,-14,409,1054
14103,453,-133,413,1072
14127,369,111,455,1226
14128,374,131,454,1236
14129,355,49,457,1226
14130,343,84,448,1203
14131,329,91,450,1186
14132,314,84,441,1130
14133,301,178,432,1144
14134,301,203,423,1119
14135,311,242,411,1091
14136,295,158,395,1072
14137,309,248,382,1112
14138,305,235,362,1112
14139,296,216,358,1069
14140,292,164,350,1069
14141,291,158,354,1098
14142,282,125,353,1091
14143,228,97,354,1061
14144,257,70,352,1057
14145,262,70,349,1054
14146,259,125,339,1008
14147,258,56,332,992
14148,251,7,319,1000
14149,246,49,310,972
14150,244,63,292,1008
14151,232,84,286,1023
14152,234,111,284,1027
14153,225,104,282,980
14154,219,84,269,961
14155,212,63,254,948
14156,217,77,247,956
14157,220,111,228,948
14158,220,56,214,965
14159,214,63,203,996
14160,219,21,203,972
14161,224,70,203,1000
14162,228,70,203,976
14163,234,56,201,976
14164,232,56,200,976
14165,236,49,202,980
14166,236,28,195,961
14167,247,28,203,980
14168,246,56,196,996
14169,244,63,203,1000
14170,245,63,200,984
14171,245,-65,195,984
14172,252,-88,189,988
14173,274,42,184,961
14174,279,77,183,952
14175,274,97,184,980
14176,278,97,185,988
14177,281,151,187,976
14178,281,151,165,948
14179,286,158,188,984
14180,292,171,188,961
14181,292,118,195,940
14182,287,151,202,965
14183,287,125,200,965
14184,290,191,206,976
14185,302,197,202,996
14186,303,164,205,1016
14187,304,184,207,1016
14188,337,229,208,1004
14189,349,203,212,980
14190,304,151,227,961
14191,308,151,236,956
14192,321,184,245,916
14193,331,248,255,928
14194,345,248,259,924
14195,353,254,265,916
14196,350,235,270,940
14197,359,242,274,961
14198,370,242,274,965
14199,374,254,272,920
14200,385,260,273,907
14201,392,223,281,903
14202,411,235,276,936
14203,444,375,287,948
14204,430,334,288,948
14205,443,273,290,936
14206,461,310,288,928
14207,461,357,284,928
14208,468,334,286,965
14209,465,363,284,969
14210,473,328,282,972
14211,462,328,279,992
14212,453,304,277,972
14213,441,297,274,1000
14214,421,291,270,1035
14215,402,254,274,1035
14216,390,191,278,1046
14217,374,191,274,1016
14218,367,242,270,1027
14219,361,216,263,1035
14220,349,210,249,1004
14221,344,273,233,1023
14222,340,260,213,1016
14223,335,184,227,1119
14224,334,178,227,1116
14225,326,191,226,1076
14226,319,184,224,1065
14227,323,191,184,1061
14228,335,171,163,1031
14229,336,145,145,1008
14230,352,138,132,1023
14231,353,131,126,1042
14232,358,125,124,1076
14233,347,111,120,1141
14234,346,151,122,1210
14235,338,104,127,1229
14236,348,171,127,1229
14237,355,138,128,1236
14238,351,151,123,1210
14239,360,131,124,1223
14240,358,131,127,1223
14241,347,118,129,1196
14242,355,164,134,1169
14243,332,118,139,1144
14244,336,158,145,1123
14245,326,104,149,1083
14246,324,91,159,1065
14247,316,77,168,1050
14248,321,91,175,1065
14249,319,91,183,1039
14250,328,97,186,1023
14251,313,63,184,1050
14252,316,125,186,1046
14253,317,84,186,1054
14254,324,125,193,1027
14255,319,171,198,992
14256,327,111,217,961
14257,334,158,229,952
14258,328,151,246,952
14259,324,131,256,948
14260,324,125,262,961
14261,326,111,262,972
14262,321,118,267,961
14263,329,111,272,948
14264,329,131,279,952
14265,330,118,287,948
14266,334,125,292,976
14267,338,77,306,936
14268,345,151,386,882
14269,340,145,312,944
14270,344,145,315,899
14271,349,151,312,928
14272,341,151,316,940
14273,336,145,309,920
14274,339,125,308,924
14275,328,111,307,916
14276,329,138,304,907
14277,319,131,301,895
14278,321,97,293,920
14279,317,145,292,891
14280,323,91,293,903
14281,322,14,288,932
14282,305,-36,282,932
14283,314,-88,284,961
14284,288,-220,288,972
14285,273,-310,287,965
14286,276,-302,286,980
14287,273,-310,284,961
14288,273,-310,282,936
14289,274,-310,273,944
14290,270,-327,272,965
14291,230,-141,268,972
14292,224,-133,257,984
14293,214,14,253,996
14294,204,-36,250,1008
14295,192,-28,249,1035
14296,197,42,249,1042
14297,189,49,248,1023
14298,188,0,249,1057
14299,191,56,247,1027
14300,190,-50,245,1027
14301,192,0,244,1042
14302,195,35,244,1027
14303,207,77,241,1035
14304,213,49,246,1042
14305,208,49,317,965
14306,218,84,248,1046
14307,217,138,243,1061
14308,214,118,244,1035
14309,211,197,241,1035
14310,207,197,241,1027
14311,213,197,243,1023
14312,211,203,253,1016
14313,214,216,259,1012
14314,218,229,259,1019
14315,210,229,259,1019
14316,215,242,260,1042
14317,210,254,260,1031
14318,212,216,267,1031
14319,212,235,269,1000
14320,211,297,275,961
14321,208,363,288,984
14322,208,304,294,1004
14323,202,310,298,1027
14324,199,310,297,1031
14325,199,297,294,1008
14326,195,291,289,984
14327,196,223,283,976
14328,195,254,275,936
14329,203,273,261,907
14330,200,297,252,882
14331,194,291,238,899
14332,199,267,222,887
14333,208,316,223,874
14334,207,279,223,899
14335,217,316,215,882
14336,207,291,227,878
14337,209,334,227,895
14338,213,304,218,895
14339,208,273,219,865
14340,213,248,206,852
14341,219,229,205,891
14342,223,254,204,865
14343,234,248,206,878
14344,238,210,204,874
14345,253,203,183,804
14346,262,210,200,865
14347,275,203,194,839
14348,286,171,185,804
14349,286,216,187,822
14350,283,210,185,808
14351,284,197,186,808
14352,285,248,182,808
14353,279,151,176,799
14354,285,145,176,804
14355,282,131,175,804
14356,290,138,175,813
14357,293,151,175,786
14358,293,151,172,822
14359,297,145,178,813
14360,293,145,184,848
14361,281,84,179,817
14362,283,104,180,817
14363,269,35,181,808
14364,268,56,179,852
14470,117,-261,239,984
14471,147,-7,246,992
14472,150,-58,313,961
14473,155,-133,283,956
14474,152,-103,297,907
14475,153,-103,328,907
14476,159,-50,351,865
14477,163,-58,357,976
14478,157,-36,382,874
14479,174,14,352,956
14480,255,178,417,830
14481,170,-126,430,822
14482,170,-126,430,869
14483,180,-73,444,852
14484,201,-80,445,869
14485,230,0,449,869
14486,232,28,441,861
14487,251,35,441,882
14488,244,0,388,887
14489,251,28,388,891
14490,248,21,385,924
14491,270,70,385,887
14492,274,14,377,895
14493,284,77,381,869
14494,297,35,380,852
14495,321,28,383,891
14496,318,125,382,891
14497,325,131,376,878
14498,324,151,372,861
14499,331,164,368,882
14500,338,158,367,882
14501,325,145,369,891
14502,329,111,369,932
14503,316,125,367,932
14504,293,138,367,928
14505,288,131,361,907
14506,263,178,360,928
14507,242,229,368,928
14508,238,242,361,916
14509,238,216,364,891
14510,238,254,359,920
14511,236,203,358,924
14512,236,235,356,907
14513,218,184,352,895
14514,215,203,349,874
14515,225,248,332,878
14516,219,273,328,912
14517,214,229,320,895
14518,205,242,318,903
14519,201,242,317,907
14520,201,267,318,916
14521,196,229,318,916
14522,207,297,314,895
14523,212,328,323,903
14524,187,191,326,932
14525,212,334,327,932
14526,201,285,332,961
14527,208,285,337,965
14528,213,328,343,932
14529,209,328,353,976
14530,210,310,357,956
14531,210,304,360,996
14532,224,285,362,1008
14533,219,229,365,1016
14534,236,273,353,1087
14535,238,248,358,1039
14536,253,229,363,1057
14537,273,178,358,1042
14538,280,223,369,1080
14539,287,216,370,1046
14540,298,178,374,1069
14541,307,164,377,1027
14542,308,164,382,1012
14543,304,164,395,1069
14544,306,158,400,1087
14545,308,191,408,1141
14546,318,223,420,1127
14547,320,178,433,1112
14548,313,118,432,1098
14549,324,151,434,1080
14550,333,125,443,1065
14551,333,158,441,1098
14552,348,91,444,1116
14553,357,138,450,1141
14554,350,118,458,1172
14555,358,171,466,1226
14556,371,216,472,1219
14557,357,104,466,1223
14558,346,164,465,1223
14559,362,151,473,1193
14560,221,158,465,1189
14561,336,145,470,1199
14562,331,164,464,1210
14563,319,138,467,1213
14564,309,125,467,1186
14565,312,145,462,1182
14566,298,151,457,1189
14567,282,138,455,1179
14568,273,138,452,1137
14569,267,125,447,1130
14570,252,63,441,1112
14571,237,118,427,1102
14572,240,131,416,1098
14573,233,197,406,1076
14574,225,164,394,1076
14575,222,229,381,1080
14576,217,197,365,1087
14577,219,248,347,1102
14578,219,242,336,1080
14579,218,197,333,1094
14580,213,197,324,1083
14581,214,229,322,1080
14582,217,248,326,1080
14583,215,210,329,1072
14584,181,191,320,1094
14585,218,229,326,1054
14586,214,197,322,1072
14587,171,171,318,1039
14588,212,203,309,1027
14589,218,210,303,1019
14590,207,197,257,1054
14591,195,164,282,1031
14592,191,118,272,1023
14593,188,145,261,1019
14594,171,145,248,1035
14595,176,145,243,1042
14596,162,131,225,1046
14597,154,164,214,1019
15142,324,178,182,1087
15143,318,171,185,1112
15144,318,191,178,1134
15145,334,191,166,1127
15146,325,178,156,1144
15147,329,191,152,1148
15148,326,191,142,1155
15149,328,125,135,1144
15150,318,111,130,1162
15151,316,104,127,1165
15152,312,151,127,1199
15153,313,111,122,1229
15154,308,125,122,1229
15155,307,111,122,1229
15156,304,151,122,1229
15157,304,97,122,1229
15158,303,131,122,1229
15159,302,84,122,1229
15160,291,77,125,1265
15161,314,151,131,1290
15162,274,-80,115,1186
15163,312,111,118,1199
15164,312,145,111,1199
15165,310,145,105,1019
15166,301,70,110,1158
15167,298,70,110,1165
15168,299,70,108,1179
15169,299,70,108,1169
15170,313,97,109,1169
15171,311,56,107,1172
15172,306,42,97,1155
15173,307,97,103,1130
15174,312,35,93,1123
15175,322,104,104,1148
15176,316,118,100,1199
15177,324,125,95,1179
15178,321,171,96,1216
15179,325,184,94,1189
15180,323,145,94,1186
15181,323,131,100,1182
15182,324,158,101,1186
15183,328,151,104,1141
15184,337,164,121,1137
15185,333,164,148,1144
15186,334,138,158,1112
15187,337,171,170,1109
15188,347,197,185,1083
15189,343,125,199,1102
15190,360,138,204,1087
15191,363,118,202,1112
15192,370,138,255,1039
15193,363,131,203,1105
15194,375,118,273,1046
15195,378,125,207,1105
15196,388,145,215,1098
15197,406,35,227,1057
15198,421,49,234,1057
15199,430,-21,245,1069
15200,452,-95,255,1031
15201,464,-73,261,1016
15202,468,-133,273,1012
15203,465,-157,268,976
15204,449,-14,274,980
15205,436,-95,279,984
15206,459,-28,273,972
15207,461,-95,277,984
15208,467,-50,277,1004
15209,467,-103,276,972
15210,470,-110,279,1016
15211,463,-58,288,965
15212,457,-50,301,988
15213,460,-103,309,996
15214,445,-103,327,980
15215,442,-80,343,1000
15216,427,-73,361,1023
15217,416,-118,371,1019
15218,397,-28,370,1039
15219,402,-88,372,1023
15220,397,-21,370,1019
15221,400,-65,382,1046
15222,398,-7,385,1054
15223,393,63,393,1035
15224,391,63,403,1091
15225,392,56,407,1076
15226,389,0,412,1098
15227,367,0,410,1112
15228,373,-36,404,1119
15247,382,164,444,1176
15248,364,63,445,1186
15249,371,125,446,1165
15250,371,145,451,1182
15251,369,171,443,1182
15252,366,164,447,1148
15253,356,125,452,1176
15254,345,118,458,1186
15255,328,158,452,1182
15256,306,151,400,1091
15257,270,111,392,1116
15258,246,131,388,1119
15259,238,171,390,1116
15260,234,191,430,1102
15261,234,158,419,1065
15262,244,145,410,1087
15263,258,184,393,1061
15264,165,14,387,1065
15265,248,273,375,1057
15266,231,171,372,1039
15267,229,223,364,1065
15268,218,203,362,1098
15269,223,235,366,1098
15270,201,191,366,1069
15271,120,138,356,1046
15272,142,340,349,1042
15273,196,197,349,1008
15274,166,203,334,988
15275,186,210,330,948
15276,191,242,318,932
15277,195,248,302,956
15278,189,310,297,907
15279,187,285,292,916
15280,190,242,291,903
15281,207,310,284,887
15282,200,304,282,882
15283,192,248,281,895
15284,195,285,282,878
15285,196,322,288,865
15286,198,291,281,869
15287,199,254,281,865
15288,196,273,284,839
15289,193,235,281,790
15290,191,229,278,781
15291,190,248,274,799
15292,188,242,281,763
15293,188,242,280,754
15294,186,235,281,768
15295,180,235,286,768
15296,181,242,297,768
15297,179,242,303,781
15298,188,291,311,777
15299,186,291,312,735
15300,178,260,321,763
15301,180,267,322,735
15302,189,304,323,759
15303,172,267,325,763
15304,179,310,327,721
15305,180,304,324,688
15306,174,363,325,707
15307,176,363,329,721
15308,175,357,327,731
15309,176,363,325,740
15310,177,363,328,740
15311,176,357,330,717
15312,178,357,332,712
15313,172,328,333,712
15314,172,310,334,740
15315,180,334,335,683
15316,182,357,333,688
15317,183,340,334,654
15318,185,363,333,654
15319,185,346,333,644
15320,182,363,338,609
15321,182,369,329,669
15322,185,363,328,629
15323,184,340,325,634
15324,193,334,323,634
15325,181,334,321,624
15326,191,316,321,634
15327,199,363,321,634
15328,200,404,321,659
16300,285,197,393,984
16301,290,216,391,1000
16302,286,197,392,969
16303,285,171,394,965
16304,287,178,393,965
16305,286,191,393,965
16306,289,191,393,965
16307,281,229,393,965
16308,286,235,392,988
16309,286,223,392,965
16310,285,223,393,961
16311,284,178,393,961
16312,289,210,392,988
16313,275,203,392,988
16314,285,184,392,992
16315,286,203,398,988
16316,284,216,398,988
16317,276,197,399,984
16318,275,197,399,984
16319,276,197,399,984
16320,275,197,398,988
16321,275,203,399,984
16322,275,171,399,984
16323,275,171,399,984
16324,276,197,392,984
16325,275,171,392,992
16326,275,171,392,992
16327,271,171,392,992
16328,273,171,392,992
16329,275,210,392,992
16330,275,210,390,988
16331,272,203,392,992
16332,283,210,392,984
16333,276,178,392,984
16334,279,171,392,988
16335,289,216,392,984
16336,280,171,398,988
16337,287,216,399,984
16338,286,203,394,965
16339,287,191,390,988
16340,275,184,393,965
16341,277,229,395,965
16342,275,178,391,965
16343,285,223,395,972
16344,279,197,397,969
16345,278,248,399,1000
16346,278,197,395,984
16347,286,203,396,1000
16348,280,203,394,972
16349,278,203,395,972
16350,289,210,400,980
16351,285,203,400,1016
16352,290,216,402,1004
16353,284,203,402,1027
16354,287,210,404,1016
16355,286,216,402,1046
16356,285,210,399,1039
16357,286,210,391,1050
16358,284,242,389,1076
16359,286,235,386,1094
16360,286,242,389,1123
16361,284,235,390,1083
16362,277,184,389,1109
16363,289,203,391,1083
16364,280,184,397,1116
16365,280,184,400,1119
16366,280,184,398,1148
16367,275,171,407,1155
16368,276,178,406,1158
16369,276,178,410,1169
16370,274,171,414,1151
16371,274,171,415,1182
16372,284,210,421,1206
16373,284,210,419,1229
16374,287,210,419,1229
16375,289,197,419,1229
16376,289,203,419,1229
16377,297,164,419,1229
16378,308,145,419,1229
16379,310,164,419,1229
16380,319,111,419,1229
16381,316,104,419,1229
16382,335,131,419,1229
16383,332,131,419,1229
16384,343,125,419,1229
16385,340,118,419,1229
16386,341,151,419,1229
16387,341,151,419,1229
16388,344,138,419,1229
16389,349,235,419,1229
16390,350,171,419,1229
16391,344,104,419,1229
16392,346,164,435,1213
16393,345,171,430,1199
16394,347,104,461,1239
16395,351,151,458,1242
16396,351,164,464,1229
16397,353,118,426,1169
16398,352,63,428,1189
16399,368,91,420,1196
16400,370,145,420,1179
16401,364,178,458,1199
16402,278,145,419,1210
16403,364,191,415,1186
16404,357,151,417,1193
16405,362,138,415,1193
16406,355,138,417,1189
16407,349,158,414,1203
16408,308,42,413,1182
16409,283,111,408,1151
16410,261,111,409,1137
16411,264,84,400,1148
16412,261,104,389,1116
16413,257,138,380,1091
16414,271,151,370,1094
16415,255,138,356,1076
16416,255,111,348,1072
16417,258,178,337,1072
16418,241,191,327,1116
16419,222,164,324,1109
16420,219,171,326,1105
16421,221,229,329,1123
16422,211,248,328,1105
16423,197,184,317,1057
16424,197,184,306,1019
16425,203,184,297,1012
16426,202,197,296,980
16427,199,164,281,961
16428,200,151,264,936
16429,201,145,248,920
16430,201,158,232,903
16431,209,191,234,895
16432,211,346,228,912
16433,205,191,226,924
16434,206,216,227,891
16435,198,216,221,895
16436,201,210,213,882
16437,206,171,215,899
16438,204,171,215,878
16439,215,184,213,865
16440,217,145,204,869
16441,220,138,209,844
16442,245,151,196,852
16443,245,131,193,835
16444,261,197,183,835
16445,255,178,187,830
16446,260,184,161,768
16447,272,229,129,777
16448,270,203,149,786
16449,278,203,133,772
16450,279,235,135,763
16451,286,164,138,790
16452,296,197,138,781
16453,284,191,141,772
16454,363,-212,144,786
16455,301,248,141,804
16456,303,267,139,808
16457,310,304,139,799
16458,315,369,141,813
16459,319,242,132,795
16460,317,285,135,808
16461,310,346,147,799
16462,307,316,160,799
16463,312,291,169,799
16464,310,297,190,808
16465,317,291,202,795
16466,326,363,221,781
16467,335,375,241,795
16468,347,392,264,804
16469,355,398,271,830
16470,367,392,278,848
16471,363,357,285,848
16472,379,381,285,891
16473,392,369,274,826
